label,Hf,Th,U,Y,Ti,Nb,Ta,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,T (¡æ),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,¡÷FMQ,(EuN/EuN*)/Y
¢ó,10780,,,764,8.6,0.2,0.1,,11.8,0.03,1.11,2.6,0.8,14.1,4.5,56,21,99,21,187,39,457,766,,14,3.4,0.41,11,58,3.35,0.000532
¢ó,9250,,,784,10,0.3,0.1,,10.8,0.11,1.79,3.7,1.1,16.9,5.1,61,23,105,22,202,41,493,781,,12,3.3,0.42,6,29,1.18,0.000533
¢ó,9697,,,403,7.7,0.4,0.1,,10.4,0.02,0.41,1.1,0.4,6.5,2.3,28,11,56,12,117,24,270,755,,24,4.1,0.41,25,155,6.79,0.001022
¢ó,10380,,,598,9,0.2,0.1,,9.4,0.02,0.68,2.1,0.7,11.8,3.6,43,16,77,17,149,31,361,770,,17,3.4,0.41,14,101,5.57,0.000679
¢ó,10260,,,457,8.7,0.3,0.2,,8.9,0.02,0.37,1.2,0.3,7.3,2.4,32,12,59,13,125,27,288,767,,22,4,0.35,24,191,7.89,0.000759
¢ó,9280,,,798,8.4,0.4,0.2,,11.7,0.06,1.78,3.9,1.1,17.3,5.3,64,23,106,23,206,42,505,763,,12,3.2,0.4,7,33,1.2,0.0005
¢ó,11020,,,198,4.7,0.5,0.2,,8.2,0.02,0.21,0.4,0.3,2.5,0.9,12,5,28,7,81,21,165,710,,56,6.9,0.74,40,190,6.33,0.003724
¢ó,10460,,,483,8.4,0.4,0.1,,10.4,0.03,0.78,1.7,0.5,8.3,2.6,34,13,62,14,124,26,297,763,,22,3.7,0.43,13,70,4.01,0.000885
¢ó,9021,,,897,9.3,0.5,0.2,,12.2,0.15,2.83,5.6,1.4,21.5,6.5,73,26,116,25,218,44,552,773,,10,3,0.39,4,20,-0.41,0.00044
¢ó,11470,,,289,3.8,0.5,0.3,,8.6,0.01,0.27,0.7,0.3,3.6,1.3,18,8,41,11,120,31,243,692,,40,6.8,0.58,32,188,5.76,0.002017
¢ó,10120,,,839,8.2,0.3,0.2,,11.6,0.09,2.11,4.7,1.3,18.3,5.5,63,23,104,22,192,40,488,761,,12,3.1,0.42,6,29,0.63,0.000498
¢ó,11880,,,260,5.1,0.4,0.1,,6.2,0.01,0.12,0.6,0.3,3,1.1,15,6,35,9,100,26,203,717,,46,6.7,0.61,51,534,10.41,0.002362
¢ó,9515,,,339,5.8,0.5,0.2,,7.3,0.01,0.33,1,0.3,4.5,1.7,22,9,46,11,111,26,240,729,,28,5.1,0.51,22,150,5.96,0.001494
¢ó,9256,,,386,7.7,0.6,0.2,,9.5,0.01,0.33,1.3,0.3,5.9,2.1,27,11,52,12,110,24,254,755,,24,4.2,0.37,29,257,8.69,0.000948
¢ó,8690,,,870,9.7,0.4,0.1,,11.5,0.11,1.82,4.6,1.3,20.1,6,69,24,107,23,202,41,512,777,,10,3,0.4,6,38,2.05,0.000459
¢ó,9153,,,318,7,0.4,0.2,,6.6,0.02,0.23,0.9,0.3,4.5,1.5,20,8,41,10,108,26,227,746,,29,5.5,0.5,29,278,8.75,0.001582
¢ó,10270,,,749,8.5,0.2,0.1,,10.7,0.03,1.25,2.8,0.8,17.1,4.6,56,21,92,20,174,36,436,764,,14,3.1,0.33,9,44,2.35,0.000446
¢ó,10730,,,363,7.3,0.4,0.1,,10.3,0.01,0.41,0.7,0.3,5,1.8,24,10,47,11,98,21,229,750,,30,4,0.46,25,93,4.76,0.001261
¢ó,9005,,,868,8.6,0.3,0.1,,12.5,0.07,1.11,3.5,1,17.1,5.4,64,24,108,23,206,42,508,766,,10,3.2,0.41,11,84,4.77,0.000469
¢ó,9060,,,319,5.5,0.5,0.1,,7.2,0.01,0.41,0.8,0.3,4.4,1.5,20,8,40,10,104,24,221,724,,28,5.2,0.45,18,82,3.57,0.001398
¢ó,10470,,,894,8.3,0.3,0.1,,12.8,0.04,1.17,3.4,1,18.1,5.5,65,24,111,24,207,42,514,762,,12,3.2,0.4,11,75,4.27,0.000444
¢ó,11000,,,283,7.5,0.2,0.1,,6.7,0,0.13,0.7,0.3,3.7,1.2,17,7,36,9,90,21,192,752,,39,5.4,0.52,50,613,11.89,0.001822
¢ó,10360,,,579,10.4,0.3,0.1,,8.9,0.03,0.81,2.2,0.5,11.2,3.2,42,16,73,16,143,31,347,784,,18,3.4,0.33,11,69,4.51,0.000575
¢ó,8520,,,884,7.2,0.4,0.2,,11.5,0.13,2.56,4.8,1.3,20.7,5.9,69,24,106,23,203,41,513,749,,10,2.9,0.4,5,20,-1.1,0.000456
¢ó,9910,,,909,9.7,0.2,0.1,,11.3,0.14,2.45,5.2,1.4,20.9,6,70,25,112,23,201,42,520,777,,11,2.9,0.4,5,23,0.14,0.000445
¢ó,8580,,,685,8.4,0.4,0.1,,10.1,0.06,1.69,3.4,0.8,13.9,4.2,50,18,84,18,169,35,410,763,,13,3.4,0.36,6,28,0.58,0.000526
¢ó,10600,,,513,6.3,0.2,0.1,,8.6,0.02,0.68,2.1,0.6,10.1,3.1,37,14,65,14,125,26,306,736,,21,3.4,0.38,13,91,4.31,0.000733
¢ó,8433,,,779,9.8,0.5,0.1,,10.8,0.12,2,4.2,1.1,16.5,4.9,60,21,97,21,187,39,465,779,,11,3.1,0.4,5,27,0.78,0.000516
¢ó,9110,,,331,6.6,0.5,0.1,,7.4,0.01,0.3,0.8,0.2,4.2,1.5,20,8,43,10,105,24,224,740,,28,5.2,0.39,24,151,6.31,0.00118
¢ó,10110,,,370,8.6,0.3,0.1,,8,0.03,0.3,1.1,0.3,6.1,1.9,24,9,48,11,96,22,228,766,,27,3.9,0.38,27,227,8.51,0.001026
¢ó,10487,,,359,8.1,0.2,0.2,,7.9,0.01,0.28,1,0.4,5.1,1.6,23,9,47,11,104,25,234,760,,29,4.6,0.5,28,242,8.6,0.001383
¢ó,8746,,,865,6.9,0.3,0.1,,11.6,0.07,1.47,4.3,1.2,19.3,5.6,67,24,108,23,201,41,506,745,,10,3,0.41,8,53,2.51,0.000478
¢ó,8850,,,404,6.6,0.5,0.2,,7.7,0.02,0.46,1.2,0.4,6.2,2.1,28,10,53,12,117,25,263,740,,22,4.2,0.43,17,100,4.78,0.001059
¢ó,9970,,,253,4.9,0.4,0.1,,5.8,0,0.19,0.7,0.2,3.3,1.1,17,6,34,8,89,21,187,713,,39,5.3,0.4,30,255,7.53,0.001583
¢ó,10350,,,847,8.6,0.3,0.1,,11.5,0.08,1.09,3.8,1.1,17.5,5.3,65,23,107,22,192,40,489,766,,12,3,0.43,11,85,4.82,0.000503
¢ó,8917,,,810,7.7,0.3,0.1,,11.4,0.06,1.52,3.6,1.1,17,5.2,63,22,103,22,197,40,487,755,,11,3.1,0.43,7,41,1.82,0.000536
¢ó,10456,,,757,9,0.4,0.1,,10.9,0.07,1.14,3.2,1,16.4,4.7,56,21,95,20,172,36,438,770,,14,3.1,0.41,10,63,3.8,0.000539
¢ó,8991,,,813,7.5,0.4,0.1,,11.9,0.04,0.73,2.8,0.8,15.5,4.9,59,22,104,22,200,40,485,752,,11,3.4,0.36,16,145,6.48,0.000442
¢ó,9304,,,406,6,0.6,0.2,,9.3,0.01,0.46,1.1,0.4,6,2.1,26,10,55,13,139,32,295,732,,23,5.5,0.46,20,108,4.81,0.001129
¢ó,10642,,,444,8.4,0.4,0.2,,11.9,0.03,0.76,2.3,0.8,13.7,4.6,59,22,104,21,190,40,470,763,,24,3.2,0.46,16,110,5.71,0.001028
¢ó,9141,,,290,7.1,0.5,0.2,,9.3,0.01,0.4,1.2,0.4,6.8,2.3,29,12,60,13,123,27,284,747,,31,4.3,0.4,23,169,6.91,0.001375
¢ó,10276,,,512,9.6,0.3,0.1,,6.2,0.03,0.29,0.7,0.3,4,1.3,18,7,39,10,109,26,221,776,,20,6.1,0.56,22,128,6.63,0.001093
¢ó,9374,,,246,6.9,0.4,0.1,,9.4,0.05,0.66,1.5,0.4,8.6,2.8,35,14,67,14,133,28,315,745,,38,3.8,0.37,14,74,3.76,0.001509
¢ó,10290,,,493,8.7,0.3,0.1,,7,0.01,0.26,0.6,0.2,3.4,1.1,15,6,33,8,91,21,188,767,,21,6.3,0.47,27,153,7.05,0.00095
¢ó,11155,,,286,6.4,0.2,0.1,,6.3,0.01,0.27,0.6,0.3,4,1.3,17,7,38,9,102,25,212,738,,39,5.9,0.66,23,126,5.54,0.002299
¢ó,8435,,,820,10.2,0.4,0.1,,11.1,0.07,1.93,3.6,1.1,18,5.3,63,23,104,22,198,40,491,783,,10,3.2,0.4,6,25,0.67,0.000485
¢ó,10370,,,752,7.7,0.2,0.1,,11.2,0.03,0.87,2.2,0.8,13.8,4.4,56,20,96,20,181,36,443,755,,14,3.2,0.45,13,77,4.16,0.000599
¢ó,9892,,,946,9.2,0.3,0.1,,12.1,0.14,2.78,4.9,1.6,21.5,6.2,73,26,118,25,217,45,552,772,,10,3,0.47,4,18,-0.85,0.000495
¢ó,8847,,,890,11.2,0.4,0.1,,12.1,0.12,2.2,4.2,1.5,18.4,5.6,67,25,114,24,224,45,544,792,,10,3.3,0.52,6,24,0.77,0.000588
¢ó,8385,,,1490,29,0.7,0.2,,16.5,0.27,4.48,6.5,1.8,27.7,8.8,108,40,192,41,376,78,902,900,,6,3.5,0.4,4,12,0.65,0.000268
¢ó,9597,,,227,10.7,0.3,0.1,,5.8,0.03,0.21,0.5,0.2,3,1,14,5,30,8,80,19,166,787,,42,5.8,0.62,28,151,7.52,0.002737
¢ó,9700,,,683,7.8,0.4,0.1,,9.9,0.05,0.92,2.5,0.8,12.9,4,49,18,86,19,170,35,408,756,,14,3.5,0.44,11,69,3.76,0.000644
¢ó,10000,,,533,5.9,0.4,0.2,,10.2,0.05,0.85,1.6,0.5,8,2.8,35,13,67,16,154,33,343,730,,19,4.4,0.47,12,53,2.07,0.000878
¢ó,8067,,,1316,13.1,0.9,0.2,,17.7,0.18,2.74,4.8,1.3,23.5,7.3,90,33,158,35,307,64,744,808,,6,3.4,0.38,6,26,1.47,0.00029
¢ó,8990,,,515,9.1,0.3,0.1,,8.5,0.03,0.66,1.6,0.5,8,2.9,37,14,69,16,154,33,345,771,,17,4.2,0.45,13,70,4.21,0.000868
¢ó,9150,,,393,9.6,0.3,0.1,,9.3,0.01,0.76,1.4,0.5,7.1,2.3,29,11,53,12,113,24,263,776,,23,3.9,0.49,12,54,3.4,0.001255
¢ó,8211,,,959,9.3,0.6,0.2,,11.2,0.12,2.17,3.2,1.4,14.5,5.2,64,26,129,30,293,65,644,773,,9,4.6,0.61,5,17,-0.94,0.00064
¢ó,9709,,,391,10.7,0.4,0.1,,11.1,0.02,0.33,1.3,0.4,6.7,2.2,28,11,53,12,109,23,256,787,,25,3.9,0.39,34,309,10.2,0.001001
¢ó,9810,,,545,9.4,0.4,0.2,,13,0.03,0.84,1.7,0.5,10.2,3.4,40,15,73,16,143,30,345,774,,18,3.6,0.35,15,75,4.55,0.000644
¢ó,9472,,,352,6.9,0.4,0.2,,10.7,0.02,0.57,1.2,0.4,5.9,2,24,10,48,11,111,25,249,745,,27,4.7,0.51,19,95,4.67,0.001439
¢ó,9530,,,623,7.2,0.3,0.1,,11,0.06,1.24,2.7,0.9,12.9,3.9,47,18,83,18,167,36,401,749,,15,3.5,0.45,9,46,2.07,0.000715
¢ó,9400,,,428,7.9,0.4,0.1,,9.2,0.02,0.37,1.3,0.5,6.7,2.4,30,12,58,13,122,27,283,757,,22,4,0.49,25,201,7.84,0.001145
¢ó,8880,,,1147,8.7,0.4,0.2,,14.6,0.19,3.19,5.7,1.8,24.1,7.5,87,33,150,31,276,56,690,767,,8,3.2,0.46,5,19,-0.76,0.000399
¢ó,9420,,,414,7.8,0.4,0.1,,8.7,0.02,0.4,1.1,0.4,6.4,2.2,28,11,55,13,117,26,270,756,,23,4.1,0.45,22,147,6.63,0.00108
¢ó,8930,,,729,5.8,0.3,0.1,,8.5,0.18,3.03,3.8,1.5,14.5,4.1,49,19,96,22,220,51,494,729,,12,4.5,0.61,3,8,-4.93,0.00084
¢ó,8910,,,1520,11.4,0.6,0.3,,18.2,0.28,4.51,7.4,1.9,31.7,9.3,118,42,195,41,359,74,902,794,,6,3.1,0.39,4,15,-0.91,0.000255
¢ó,9400,,,782,10.4,0.6,0.2,,12.5,0.1,1.56,3.4,0.8,14.6,4.4,55,21,107,23,213,45,501,784,,12,3.9,0.35,8,41,2.51,0.000449
¢ó,8790,,,1059,7.5,0.4,0.2,,13.3,0.18,3.8,6.1,1.8,24,7.2,83,30,143,30,271,56,669,752,,8,3.3,0.46,3,13,-2.58,0.000432
¢ó,9440,,,381,6.6,0.4,0.1,,8.6,0.01,0.28,1.3,0.5,6.6,2.1,27,10,54,12,120,27,269,740,,25,4.5,0.53,31,330,9.25,0.001386
¢ó,10500,,,257,6.4,0.3,0.1,,5.9,0.01,0.38,0.6,0.3,3.5,1.2,16,7,36,9,91,22,193,738,,41,5.7,0.6,16,60,2.76,0.002345
¢ó,9815,,,404,7.5,0.4,0.2,,9.1,0.03,0.52,1.3,0.5,6,2,26,10,55,13,142,33,299,752,,24,5.5,0.52,18,102,5.15,0.001293
¢ó,9622,,,365,9.4,0.4,0.1,,9.7,0.01,0.36,1.2,0.4,6.6,2.1,26,10,50,11,108,23,248,774,,26,4.1,0.46,27,206,8.36,0.00126
¢ó,9322,,,821,7.7,0.3,0.1,,11.4,0.12,2.62,4.7,1.5,18.6,5.6,65,23,108,24,215,45,524,755,,11,3.3,0.49,4,18,-1.27,0.0006
¢ó,9500,,,353,6.2,0.4,0.1,,7.6,0.01,0.44,1.1,0.4,5.8,2,25,10,47,11,114,25,249,735,,27,4.6,0.44,17,102,4.69,0.001245
¢ó,9034,,,614,7.8,0.4,0.1,,10.5,0.07,1.72,2.9,1,14.1,4,47,17,81,18,167,35,399,756,,15,3.5,0.5,6,24,-0.26,0.000806
¢ó,10000,,,372,4.2,0.3,0.1,,4.7,0.01,0.29,0.9,0.4,4.7,1.6,23,10,51,13,144,35,288,700,,27,6.2,0.66,17,122,4.37,0.00177
¢ó,9107,,,406,6.8,0.4,0.1,,5.5,0.01,0.46,1,0.4,5.7,1.9,25,10,57,14,154,37,313,743,,22,6.3,0.51,12,60,2.89,0.001253
¢ó,9302,,,330,7,0.3,0.1,,8.6,0.01,0.36,0.8,0.3,5.1,1.6,22,9,44,10,96,21,219,746,,28,4.3,0.44,24,126,5.77,0.001332
¢ó,9370,,,767,7,0.3,0.1,,10.2,0.08,2.28,4.1,1.4,17.9,5.2,60,22,102,22,202,42,491,746,,12,3.4,0.49,4,19,-1.34,0.000645
¢ó,9340,,,334,8.2,0.3,0.1,,7.6,0.01,0.44,1,0.4,5,1.7,23,9,46,10,100,22,227,761,,28,4.5,0.51,17,86,4.74,0.001533
¢ó,9450,,,278,5.9,0.3,0.1,,6.2,0.01,0.26,0.8,0.3,4,1.3,18,7,37,9,90,21,194,730,,34,5,0.51,24,173,6.55,0.001836
¢ó,9020,,,995,9,0.4,0.2,,12.5,0.15,2.64,5.2,1.4,21.5,6.4,75,27,129,26,235,48,590,770,,9,3.1,0.4,5,22,-0.22,0.000405
¢ó,10143,,,260,5.4,0.3,0.1,,6.3,0.02,0.24,0.6,0.2,3.7,1.1,14,6,35,9,96,24,197,722,,39,6.8,0.42,26,160,6.02,0.001616
¢ó,9998,,,321,6.6,0.4,0.1,,8.2,0,0.21,0.9,0.4,5,1.6,22,8,44,11,105,24,230,740,,31,4.8,0.51,38,394,9.92,0.001582
¢ó,9053,,,330,5.4,0.2,0.1,,4.5,0.03,0.65,1.1,0.5,5.7,1.7,22,9,45,11,110,27,238,722,,27,4.9,0.58,7,27,-0.62,0.001766
¢ó,9510,,,737,7.3,0.3,0.1,,11,0.07,1.28,3.7,1.2,16.1,4.9,59,21,96,21,187,40,462,750,,13,3.2,0.49,9,57,2.93,0.000665
¢ó,9541,,,362,6.9,0.3,0.1,,8.5,0.03,0.47,0.9,0.4,5.6,1.9,25,10,48,12,113,25,251,745,,26,4.5,0.53,18,76,3.87,0.00145
¢ó,9540,,,732,6.7,0.4,0.1,,10.5,0.1,1.78,3.6,1.2,16.7,4.9,59,21,95,21,189,41,463,742,,13,3.2,0.47,6,28,-0.03,0.000644
¢ó,10082,,,212,5.1,0.2,0.1,,5.9,0.01,0.18,0.5,0.1,3,0.9,13,5,28,7,78,18,161,717,,48,6.2,0.39,32,187,6.46,0.001833
¢ó,10850,,,680,4.3,0.2,0.1,,11.2,0.1,2.18,3.8,1.3,13.7,4,46,17,88,22,249,58,517,702,,16,5.4,0.53,5,21,-2.15,0.000783
¢ó,11197,,,250,3.1,0.4,0.1,,8,0.01,0.29,0.6,0.2,3.4,1.1,15,6,34,9,98,23,199,675,,45,6.6,0.46,28,132,3.94,0.001829
¢ó,9083,,,838,7.6,0.3,0.1,,11.5,0.11,2.25,5.1,1.5,21.3,5.8,66,23,105,23,202,41,508,754,,11,3,0.44,5,27,0.22,0.000521
¢ó,9038,,,436,6.5,0.3,0.1,,8.3,0.02,0.43,1.3,0.4,7.1,2.3,30,11,56,13,128,28,286,739,,21,4.3,0.44,20,140,5.99,0.000999
¢ó,8258,,,540,9.6,0.3,0.2,,7.5,0.04,0.77,1.8,0.7,9.2,2.9,36,14,72,17,171,40,372,776,,15,4.7,0.49,10,52,3.26,0.000912
¢ó,8263,,,549,5.2,0.2,0.1,,5.8,0.07,1.21,2.3,0.9,9.7,3,38,15,74,18,178,43,389,719,,15,4.7,0.55,5,22,-1.53,0.000999
¢ó,10230,,,347,6.7,0.5,0.2,,9.6,0.02,0.52,0.9,0.4,5,1.5,21,9,49,13,135,34,280,742,,29,6.3,0.51,19,74,3.66,0.001479
¢ó,8640,,,1466,10.1,0.5,0.2,,16.4,0.26,3.89,6.3,1.9,28.5,8.8,114,42,200,42,367,77,908,782,,6,3.2,0.44,4,16,-1.1,0.0003
¢ó,9260,,,559,5.7,0.2,0.1,,9.6,0.08,1.5,2.7,0.9,11.9,3.4,44,16,76,17,153,34,370,727,,17,3.5,0.47,6,27,-0.5,0.000848
¢ó,10200,,,433,6.7,0.3,0.2,,10.9,0.02,0.44,1.1,0.3,6.8,2.4,31,12,59,13,120,26,283,742,,24,3.9,0.34,24,142,6.12,0.000782
¢ó,11970,,,308,2.5,0.3,0.2,,9,0.01,0.26,0.6,0.2,4,1.3,18,7,42,11,111,27,232,658,,39,6.3,0.45,35,207,5.07,0.001475
¢ó,9770,,,596,7,0.3,0.1,,10.4,0.02,0.84,2.2,0.6,11.1,3.7,46,17,82,17,153,33,377,746,,16,3.3,0.4,12,75,3.81,0.000671
¢ó,9130,,,735,6.9,0.3,0.1,,10.7,0.06,1.55,3.7,1.1,16.6,4.9,60,21,99,20,182,38,459,745,,12,3,0.41,7,38,1.25,0.00056
¢ó,9470,,,330,5.3,0.3,0.1,,6.5,0.02,0.3,0.8,0.3,5,1.8,24,9,47,11,102,23,231,720,,29,4.2,0.49,21,132,5.25,0.001482
¢ó,9796,,,226,3.4,0.3,0.1,,6.3,0.02,0.46,0.8,0.3,3.9,1.1,15,6,32,8,91,24,188,682,,43,6.2,0.58,14,57,0.96,0.002549
¢ó,10310,,,403,3.8,0.2,0.1,,7.4,0.04,1.04,2,0.8,8.1,2.2,28,11,55,14,141,35,305,692,,26,5.1,0.57,7,32,-0.93,0.00142
¢ó,8670,,,403,5.1,0.2,0.1,,5.3,0.04,1.14,1.6,0.8,8.7,2.4,29,11,54,12,123,28,276,717,,22,4.3,0.65,5,15,-3.03,0.001603
¢ó,8430,,,338,4,0.2,0.1,,4.7,0.04,0.51,1.1,0.6,5.5,1.8,23,9,45,11,116,27,243,696,,25,5.1,0.75,9,48,0.77,0.002215
¢ó,9120,,,529,6,0.2,0.1,,9.5,0.04,0.81,2,0.6,9.5,3.1,38,15,71,16,150,31,346,732,,17,3.9,0.39,12,68,3.1,0.000729
¢ó,9000,,,780,6.2,0.3,0.1,,11,0.13,2.25,4.2,1.3,19.5,5.4,62,22,102,21,199,40,491,735,,12,3.2,0.44,5,22,-1.16,0.000561
¢ó,9478,,,352,6.1,0.3,0.1,,7.7,0,0.43,1,0.3,5.6,1.8,24,9,48,11,107,23,239,733,,27,4.4,0.42,18,99,4.52,0.001194
¢ó,8950,,,971,5,0.8,0.2,,12.8,0.03,0.65,2,0.7,9.8,3.9,57,25,134,33,344,81,704,715,,9,6,0.51,20,140,5.32,0.000521
¢ó,9840,,,250,5.9,0.3,0.1,,7.2,0,0.18,0.7,0.2,3.3,1.1,16,6,35,9,89,21,188,730,,39,5.6,0.41,39,370,9.39,0.001649
¢ó,13370,,,441,1.2,0.7,0.4,,15.2,0.01,0.35,0.7,0.2,5,1.8,24,11,62,16,175,41,353,605,,30,7.2,0.33,44,218,3.49,0.000743
¢ó,8950,,,360,8.7,0.3,0.1,,7.8,0.01,0.52,1.2,0.4,6,2,26,10,49,11,106,23,242,767,,25,4,0.44,15,82,4.72,0.001222
¢ó,9190,,,605,8.5,0.3,0.1,,9.9,0.06,0.9,2.8,0.9,13.3,4,47,17,80,17,157,32,382,764,,15,3.4,0.44,11,81,4.59,0.000729
¢ó,9410,,,353,7.8,0.4,0.2,,10.3,0,0.35,0.8,0.4,5.7,1.9,25,10,47,11,103,22,238,756,,27,4.2,0.52,30,161,6.96,0.001471
¢ó,8610,,,1400,11.5,0.5,0.2,,17.9,0.29,4.62,7.6,2,31.2,9,108,40,186,39,358,73,876,795,,6,3.3,0.4,4,15,-1.02,0.000286
¢ó,9460,,,364,4.2,0.2,0.1,,4.9,0.05,0.63,1.5,0.5,6.5,1.9,24,10,49,12,122,28,260,700,,26,5.1,0.45,8,43,0.48,0.001246
¢ó,9410,,,277,4.5,0.2,0.1,,3.9,0.01,0.38,0.7,0.2,3.4,1.2,17,7,37,9,103,25,209,706,,34,6,0.49,10,44,0.74,0.001765
¢ó,9130,,,786,5,0.3,0.1,,11.6,0.15,3.27,5.4,1.4,20.4,5.8,64,22,100,21,190,39,484,715,,12,3,0.41,4,14,-3.43,0.00052
¢ó,9220,,,368,4.9,0.2,0.1,,7.8,0.03,0.4,0.8,0.3,5.8,1.9,26,10,50,11,111,24,249,713,,25,4.3,0.46,20,90,3.61,0.001247
¢ó,9040,,,751,7.1,0.5,0.2,,11.9,0.06,1.52,3,1,14.6,4.3,53,20,102,22,210,45,489,747,,12,4,0.47,8,37,1.18,0.000631
¢ó,9210,,,364,9.4,0.3,0.1,,7.8,0.01,0.57,1.3,0.4,6.4,2,25,10,49,11,107,23,244,774,,25,4.3,0.39,14,76,4.59,0.001085
¢ó,9380,,,728,4.8,0.7,0.2,,9.5,0.02,0.82,1.2,0.5,7.5,2.9,41,18,100,25,262,63,531,712,,13,6.4,0.51,12,40,0.52,0.000705
¢ó,8995,,,612,4.1,0.6,0.2,,8,0.02,0.49,1.2,0.4,6.7,2.4,34,15,82,20,216,52,439,698,,15,6.3,0.49,16,91,3.23,0.000793
¢ó,8450,,,1190,6.5,1.1,0.3,,14.7,0.04,0.74,2.1,1,14.3,4.9,69,29,155,37,380,88,794,739,,7,5.5,0.54,20,133,5.79,0.00045
¢ó,8797,,,1084,5.4,1,0.3,,16.5,0.04,0.78,1.9,0.8,12.4,4.7,63,26,137,33,335,77,708,722,,8,5.3,0.52,21,119,4.92,0.000482
¢ó,8890,,,707,6,0.4,0.1,,11.6,0.06,1.13,2.5,0.8,13.2,4.2,49,18,86,19,170,36,410,732,,13,3.5,0.45,10,53,2.14,0.000639
¢ó,8763,,,492,7.5,0.4,0.1,,9.3,0.02,0.49,1.6,0.4,7.9,2.6,31,12,61,13,127,27,294,752,,18,4,0.34,19,144,6.46,0.000698
¢ó,10610,,,821,6.8,0.3,0.1,,15.5,0.03,0.92,2.6,0.6,15.1,4.8,60,22,111,24,214,44,516,743,,13,3.6,0.31,17,113,5.28,0.000376
¢ó,9280,,,494,4.8,0.3,0.1,,6.6,0.04,0.83,2.2,0.8,8.5,2.7,33,13,68,16,157,36,344,712,,19,4.7,0.55,8,49,1.29,0.001108
¢ó,8960,,,797,5.7,0.8,0.2,,10.9,0.03,0.65,1.3,0.5,8.4,3.2,47,20,109,26,262,63,552,727,,11,5.6,0.46,17,78,3.48,0.00058
¢ó,8970,,,512,5.8,0.2,0.1,,6.7,0.03,0.73,1.9,0.7,9.1,2.8,35,13,67,15,141,32,325,729,,18,4,0.54,9,56,2.27,0.001046
¢ó,9200,,,321,5.3,0.3,0.1,,5,0,0.3,0.8,0.3,4.4,1.4,20,8,44,11,113,29,237,720,,29,5.7,0.54,17,102,4.29,0.001665
¢ó,8400,,,1300,6,0.5,0.2,,13,0.23,4.01,6.2,2.5,26.2,7.7,94,34,165,38,348,81,819,732,,6,3.7,0.6,3,12,-3.55,0.000465
¢ó,9770,,,482,4,0.3,0.1,,5.5,0.03,0.74,1.4,0.5,7.5,2.4,32,12,65,16,167,40,351,696,,20,5.3,0.51,7,32,-0.77,0.001063
¢ó,9730,,,664,6.9,0.3,0.1,,9.9,0.04,0.83,2.6,1,13.5,4.1,51,18,87,19,178,37,422,745,,15,3.5,0.49,12,87,4.36,0.000742
¢ó,9600,,,280,6.2,0.4,0.1,,6.3,0.02,0.44,0.8,0.3,4.1,1.4,18,7,38,9,98,23,207,735,,34,5.4,0.57,14,62,2.83,0.002032
¢ó,9770,,,565,9.2,0.4,0.2,,9.8,0.04,0.82,2,0.6,10.6,3,41,15,75,16,159,34,368,772,,17,3.9,0.39,12,66,4.02,0.000686
¢ó,9789,,,377,2.7,0.4,0.2,,5.9,0.02,0.46,1,0.3,5,1.7,24,9,53,13,144,36,293,664,,26,6,0.48,13,64,0.84,0.00127
¢ó,10920,,,531,2.9,0.2,0.1,,6.8,0.06,0.82,1.9,0.7,9.5,2.9,38,14,70,16,164,37,361,669,,21,4.4,0.55,8,44,-0.39,0.001026
¢ó,9145,,,454,5.1,0.3,0.1,,6.3,0.05,0.72,1.7,0.6,7.6,2.3,29,11,60,15,154,38,326,717,,20,5.2,0.51,9,46,1.2,0.001134
¢ó,9643,,,248,3.6,0.3,0.1,,4.4,0,0.27,0.6,0.3,3.6,1.2,16,6,34,8,83,20,178,688,,39,5.2,0.67,16,82,2.54,0.002692
¢ó,9952,,,426,6.9,0.3,0.1,,7.8,0.03,0.62,1.3,0.5,6.6,2.2,29,11,58,13,129,28,286,745,,23,4.5,0.49,13,62,3.08,0.001157
¢ó,10210,,,480,3.8,0.2,0.1,,5.7,0.03,0.78,1.6,0.7,8.6,2.8,33,13,62,15,144,34,321,692,,21,4.4,0.56,7,36,-0.46,0.001166
¢ó,9850,,,689,5.5,0.8,0.2,,9.2,0.02,0.44,1.4,0.6,7.4,2.7,40,17,97,24,257,63,520,724,,14,6.4,0.55,21,153,5.9,0.000799
¢ó,9540,,,446,4.3,0.3,0.1,,5.2,0.02,0.41,0.9,0.4,5.5,2,27,11,62,15,166,41,338,702,,21,6.1,0.51,13,64,2.03,0.001133
¢ó,9830,,,796,7.4,0.3,0.1,,12.3,0.09,1.95,4,1.1,17.7,5.2,61,22,104,22,200,42,494,751,,12,3.3,0.4,6,31,0.61,0.000508
¢ó,13650,,,700,3.6,0.2,0.2,,14.7,0.02,0.6,2.2,0.8,10.7,3.7,47,18,96,23,227,54,497,687,,20,4.8,0.52,24,202,5.9,0.000736
¢ó,10060,,,391,5.8,0.2,0.1,,7.8,0.01,0.71,1.6,0.7,7.2,2.2,27,10,52,13,130,31,282,729,,26,4.8,0.65,11,58,2.41,0.001654
