label,Hf,Th,U,Y,Ti,Nb,Ta,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,T (¡æ),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,¡÷FMQ,(EuN/EuN*)/Y
¢ô,10880,125,259,1192,2.7,1.6,0.4,,14.5,0.03,0.58,1.7,1.1,11.9,4.7,69,30,176,42,500,125,976,664,0.48,9,7.3,0.75,25,168,4.48,0.000631
¢ô,12980,205,445,1494,7.6,4.4,1.1,0.04,23.2,0.05,0.97,2.3,1.5,17.4,6.3,90,38,212,50,582,143,1166,754,0.46,9,6.5,0.73,24,130,6.11,0.00049
¢ô,12750,258,530,1735,5,5.2,1.2,0.03,27,0.05,0.99,2.8,1.6,20.8,7.4,108,45,245,56,646,157,1318,715,0.49,7,6,0.63,27,180,6.28,0.00036
¢ô,12680,170,227,2138,6.8,2,0.5,0.04,24.7,0.09,1.65,3.8,2.3,25.8,9.6,138,58,315,71,786,182,1617,743,0.75,6,5.7,0.73,15,80,3.98,0.00034
¢ô,13070,430,719,2309,5.4,6.8,1.4,0.01,41.3,0.06,1.16,3.3,1.9,26.9,9.7,140,61,329,76,870,205,1765,722,0.6,6,6.2,0.63,36,236,7.48,0.000273
¢ô,11050,282,387,2250,6,4.5,1.1,,35,0.05,1.21,3.1,1.9,24.2,9.4,139,60,330,76,842,198,1719,732,0.73,5,6.1,0.67,29,175,6.62,0.000297
¢ô,11560,240,471,2077,6.5,5.1,1.2,0.18,38.3,0.64,3.7,3.1,1.7,21.9,8.3,122,53,296,70,812,195,1626,739,0.51,6,6.6,0.64,10,20,-1.35,0.000308
¢ô,12020,518,769,2300,5.8,6.1,1.3,,37.9,0.07,1.57,4.8,2.7,32.8,11.3,153,60,314,71,788,185,1661,729,0.67,5,5.2,0.66,24,173,6.49,0.000289
¢ô,11050,391,529,590,6.2,3.1,0.9,0.08,19.4,0.06,0.78,1.7,1.1,10.5,3.7,45,18,89,20,214,51,475,735,0.74,19,4.7,0.76,25,129,5.56,0.001296
¢ô,10140,229,353,603,4.3,1.5,0.6,0.01,12.7,0.04,0.55,1.3,0.9,8.4,3.2,43,19,96,23,251,64,523,702,0.65,17,5.9,0.79,23,123,4.47,0.001317
¢ô,10490,196,407,860,4,2.6,0.8,0.03,16.6,0.04,0.63,1.5,0.9,10.4,4.1,58,26,136,32,353,88,729,696,0.48,12,6.1,0.68,27,146,4.93,0.000791
¢ô,11470,283,377,487,5.4,1.4,0.6,,11.7,0.02,0.43,1.2,0.8,8,2.8,35,15,75,18,193,49,409,722,0.75,24,5.6,0.79,27,175,6.37,0.001622
¢ô,11890,181,301,877,7.6,1.7,0.6,0.01,13.2,0.04,0.74,1.6,1.1,12.1,4.7,62,26,134,31,338,84,709,754,0.6,14,5.5,0.79,18,90,4.71,0.000902
¢ô,11380,163,280,348,5.3,1,0.5,0,8.1,0.01,0.33,0.9,0.6,5.6,2,24,10,54,13,147,38,304,720,0.58,33,6,0.77,24,146,5.63,0.002226
¢ô,11100,234,382,459,4.2,1.5,0.6,0,12.6,0.02,0.45,1.2,0.7,7.3,2.5,33,14,71,17,190,48,398,700,0.61,24,5.8,0.74,28,170,5.63,0.001619
¢ô,11330,246,393,398,2.7,1.2,0.6,0,11.4,0.02,0.4,1,0.6,5.5,2.1,28,12,61,15,163,42,342,663,0.63,28,5.9,0.8,29,168,4.46,0.002007
¢ô,10580,389,509,600,3.6,2.1,0.8,0.01,17.1,0.04,0.57,1.6,1,9.5,3.4,44,18,91,21,231,58,496,687,0.76,18,5.3,0.77,30,202,5.89,0.001275
¢ô,10290,159,289,534,6.8,1.3,0.5,0.05,11.2,0.04,0.51,1,0.7,6.5,2.7,37,16,84,20,221,57,456,743,0.55,19,6,0.83,22,100,4.83,0.001562
¢ô,10930,160,269,450,4.2,1,0.4,,9.1,0.02,0.35,0.9,0.6,6.5,2.3,30,13,68,17,187,49,384,700,0.59,24,6.3,0.77,26,147,5.08,0.001713
¢ô,11180,103,215,610,5.4,1.1,0.5,0.04,12,0.05,0.5,1.3,0.9,11.4,3.4,42,18,94,23,260,67,533,722,0.48,18,6.2,0.73,24,145,5.67,0.001198
¢ô,11690,329,416,1543,6.7,1.7,0.5,0.06,21.9,0.45,6.05,8.5,4.8,35.7,10.9,122,47,217,48,492,116,1130,742,0.79,8,4,0.84,4,12,-3.2,0.000545
¢ô,10880,271,376,738,5.4,1.8,0.7,0,14.7,0.03,0.61,1.5,1,10.4,3.9,50,22,110,26,280,70,590,722,0.72,15,5.6,0.79,24,137,5.45,0.00107
¢ô,10870,89,199,525,3.8,0.6,0.3,0,7.4,0.02,0.38,1.1,0.6,6.6,2.5,33,15,82,21,234,63,467,692,0.45,21,7,0.74,19,124,4.2,0.001416
¢ô,9576,131,210,208,4.4,0.7,0.4,,7.1,0.02,0.26,0.6,0.4,3.6,1.2,15,6,32,8,85,22,181,704,0.62,46,5.7,0.76,28,157,5.45,0.003671
¢ô,10420,185,325,622,3.3,1.6,0.6,0,11.8,0.04,0.58,1.3,0.8,8.2,3.3,42,18,94,23,252,65,521,680,0.57,17,6,0.77,20,106,3.24,0.001238
¢ô,8280,108,269,682,5.1,1.5,0.5,0.01,9.6,0.03,0.47,1.2,0.8,7.5,3.1,43,20,105,26,294,76,587,717,0.4,12,6.8,0.8,21,118,4.74,0.001171
¢ô,7910,139,252,973,5.9,1.1,0.4,0.01,11.2,0.03,0.77,1.8,1.2,12.6,4.8,62,28,146,35,384,98,787,730,0.55,8,6.2,0.79,15,80,3.65,0.000807
¢ô,8540,176,283,377,4.1,1.2,0.5,,9.1,0.02,0.36,1.1,0.7,6.2,2.2,27,11,58,14,153,41,324,698,0.62,23,5.7,0.83,25,173,5.64,0.002214
¢ô,8000,65,151,539,4.4,0.7,0.3,0.01,6.5,0.03,0.4,1.1,0.7,7.3,2.7,36,17,89,23,254,68,504,704,0.43,15,7.1,0.73,16,105,3.92,0.001353
¢ô,10560,83,174,632,4.6,0.9,0.3,0.01,8.3,0.03,0.47,1.1,0.8,8.3,3.1,44,19,103,26,283,72,569,708,0.48,17,6.4,0.81,18,101,3.89,0.001278
¢ô,10230,378,461,770,5,2.1,0.7,,20,0.03,1.02,2.4,1.4,13.6,4.8,57,24,118,29,302,73,646,715,0.82,13,5.3,0.76,20,107,4.31,0.000987
¢ô,9360,101,194,589,5.6,1.1,0.5,,9.4,0.03,0.52,0.9,0.7,7.9,2.9,40,18,94,23,253,66,518,725,0.52,16,6.3,0.83,18,73,3.15,0.001406
¢ô,10340,193,234,530,4.9,1,0.5,0.01,10.5,0.03,0.41,1.1,0.7,7.3,2.7,36,16,82,20,221,56,454,713,0.83,20,6.1,0.74,26,156,5.7,0.001388
¢ô,11680,67,142,449,3.2,0.6,0.2,0.02,5.7,0.03,0.54,1,0.7,5.9,2.3,30,13,72,18,204,54,407,677,0.47,26,6.9,0.85,11,46,0.04,0.001905
¢ô,10830,73,134,760,6,0.9,0.4,,7.5,0.04,0.73,1.5,0.9,9.3,3.6,50,22,119,29,314,79,637,732,0.55,14,6.3,0.71,10,49,1.82,0.000928
¢ô,9550,61,146,582,4.8,0.8,0.4,0,6.8,0.02,0.39,1.1,0.7,6.9,2.6,36,17,93,23,263,69,520,712,0.42,16,7.3,0.8,17,112,4.4,0.001368
¢ô,10270,155,243,660,3.5,1.3,0.5,0,11.6,0.03,0.5,1.2,0.7,8.4,3.3,44,20,103,26,281,71,571,685,0.64,16,6.3,0.68,23,131,4.2,0.001033
¢ô,9100,142,218,903,4.8,0.8,0.4,,10.5,0.11,1.64,2.9,1.6,15.3,5.2,65,27,137,33,346,87,733,712,0.65,10,5.3,0.74,6,27,-1.01,0.000824
¢ô,11267,65,122,645,5,0.7,0.3,0.05,15.3,0.04,0.54,2.3,1.2,10.1,3.6,45,19,100,25,270,68,560,715,0.53,17,6.1,0.76,28,278,7.92,0.00118
¢ô,9240,52,111,487,4,0.7,0.3,0.02,5.6,0.04,0.51,1.1,0.6,6.3,2.5,33,15,79,20,225,58,446,696,0.47,19,6.9,0.72,11,54,1.18,0.001482
¢ô,11810,63,132,751,8.7,1,0.4,,7.6,0.04,0.58,1.4,0.8,8.1,3.1,46,22,120,29,323,84,644,767,0.48,16,7,0.77,13,73,4.29,0.001022
¢ô,10710,384,424,1870,5.9,1.7,0.6,0.04,20.6,0.26,3.93,7.2,3.9,37.7,12.1,147,57,272,61,634,148,1405,730,0.91,6,4.3,0.73,5,22,-1.17,0.000392
¢ô,9780,115,188,1246,8.2,1.4,0.5,,10.5,0.09,1.33,2.6,1.5,16.7,6.1,85,37,193,46,481,118,998,761,0.61,8,5.6,0.7,8,35,1.38,0.000561
¢ô,10280,94,185,582,3.8,0.8,0.3,0.03,8.7,0.04,0.5,1.1,0.7,7,2.7,38,17,94,23,261,68,521,692,0.51,18,7,0.8,17,86,2.83,0.001376
¢ô,11020,57,96,524,5.3,0.5,0.2,,5.9,0.04,0.7,1.4,0.8,8.4,2.9,38,16,82,19,212,53,440,720,0.59,21,5.6,0.71,8,40,0.79,0.001357
¢ô,9770,67,133,705,5.8,0.9,0.4,,7,0.04,0.84,1.7,0.9,9.4,3.4,48,21,111,27,294,74,597,729,0.5,14,6.2,0.73,8,38,0.85,0.001034
¢ô,9660,74,135,552,4,0.6,0.3,,6.7,0.06,0.73,1.5,0.9,8.9,3.1,40,17,87,21,230,58,474,696,0.55,18,5.8,0.78,9,44,0.4,0.001414
¢ô,9530,68,120,319,4.2,0.6,0.2,,6.4,0.05,0.24,0.7,0.3,4.1,1.5,21,9,51,13,142,36,286,700,0.57,30,6.6,0.64,26,164,5.49,0.001995
¢ô,11020,90,149,810,6.8,1,0.4,0.01,8.4,0.06,0.95,1.7,1.1,11.1,4,55,24,124,30,320,80,659,743,0.6,14,5.8,0.78,9,36,1.05,0.000962
¢ô,10660,327,385,2018,7.1,1.5,0.5,0.05,22.4,0.38,6.06,9.5,5.1,41.8,12.9,153,59,291,68,710,173,1552,747,0.85,5,4.6,0.79,4,13,-2.59,0.000389
¢ô,10800,88,179,874,7.5,1,0.4,0.01,8.1,0.05,0.56,1.6,1,10.5,3.8,55,25,138,33,362,92,730,752,0.49,12,6.6,0.73,14,94,4.85,0.000834
¢ô,10440,95,147,671,5,0.6,0.3,0.02,7.5,0.08,1.33,2.2,1.2,11.7,4,49,20,101,24,254,63,539,715,0.64,16,5.1,0.75,6,22,-1.7,0.001125
¢ô,10870,71,167,442,4.4,0.6,0.2,0.06,6.5,0.04,0.4,0.8,0.6,5.9,2.1,29,13,72,18,212,56,417,704,0.42,25,7.2,0.83,16,78,2.81,0.001877
¢ô,10840,199,322,615,3.8,1.4,0.6,,11.2,0.02,0.57,1.4,0.9,8.9,3,43,19,98,23,260,66,534,692,0.62,18,6,0.75,20,108,3.68,0.001227
¢ô,9880,128,228,639,4.6,1.3,0.5,0.01,9.7,0.03,0.55,1.3,0.9,9.6,3.4,45,20,99,24,267,67,547,708,0.56,15,6,0.74,18,101,3.89,0.001158
¢ô,10070,119,264,652,3.9,1.4,0.6,,10.4,0.03,0.58,1.1,0.8,8.7,3.2,44,19,103,25,283,72,571,694,0.45,15,6.5,0.82,18,80,2.59,0.001263
¢ô,11100,72,183,517,3.4,0.6,0.3,0,6.6,0.02,0.34,1,0.7,7.3,2.5,33,16,82,21,241,64,475,683,0.4,21,7.2,0.77,19,127,4.02,0.001499
¢ô,10250,205,309,819,6.8,1.5,0.5,0.01,12.2,0.04,0.65,1.6,1.1,11.2,4.2,57,25,126,30,322,80,670,743,0.66,13,5.7,0.82,19,105,5.03,0.001005
¢ô,10490,210,273,330,5,1.1,0.5,0,8.2,0.02,0.4,1,0.7,5.7,2,25,10,52,12,139,35,291,715,0.77,32,5.6,0.87,20,112,4.5,0.002637
¢ô,11440,299,421,509,4.3,1.5,0.6,0.01,13.8,0.03,0.52,1.3,0.9,8.6,2.9,38,16,79,19,206,52,438,702,0.71,22,5.5,0.83,26,153,5.28,0.001627
¢ô,10870,105,236,731,3.7,1.3,0.5,,9.3,0.04,0.51,1.2,0.9,9.3,3.5,48,21,113,27,306,79,619,689,0.44,15,6.4,0.81,18,96,3.17,0.001114
¢ô,10480,64,156,517,4.4,0.9,0.4,,6.8,0.02,0.42,0.9,0.6,6.6,2.5,34,15,82,21,233,60,463,704,0.41,20,6.8,0.78,16,81,2.97,0.0015
¢ô,11390,196,328,360,4,1.4,0.6,0.03,10.3,0.03,0.34,0.8,0.5,5.6,1.9,26,11,58,14,156,39,323,696,0.6,32,6,0.73,30,170,5.51,0.00202
¢ô,10110,203,374,995,6.2,2.1,0.6,,15.9,0.05,0.78,1.8,1.3,13.3,4.9,67,30,153,36,388,98,810,735,0.54,10,5.8,0.8,20,108,4.9,0.000801
¢ô,10740,78,179,611,4.6,0.7,0.3,,7.3,0.03,0.46,1.1,0.8,7.7,2.8,40,18,99,25,281,73,556,708,0.44,18,7,0.79,16,93,3.58,0.0013
¢ô,9480,204,270,324,3.6,0.9,0.5,0,8.7,0.02,0.29,0.9,0.5,5.2,1.9,24,10,51,13,139,36,290,687,0.76,29,5.9,0.75,30,217,6.15,0.002311
¢ô,11830,88,201,600,4.7,1.2,0.5,0.01,8.2,0.03,0.51,1.2,0.8,8,2.9,41,18,98,24,263,68,532,710,0.44,20,6.5,0.79,16,87,3.38,0.001314
¢ô,10560,96,231,473,3.9,1.1,0.4,0.03,8,0.04,0.42,0.9,0.7,5.7,2.5,33,14,77,19,210,55,426,694,0.42,22,6.5,0.91,19,96,3.29,0.001928
¢ô,11010,51,111,193,6.2,0.7,0.3,0,4.1,0.01,0.18,0.5,0.3,3.2,1,14,6,31,8,92,26,185,735,0.46,57,6.7,0.76,23,148,6.07,0.003926
¢ô,11670,243,407,442,5.9,1.4,0.6,0,13,0.02,0.36,1,0.6,6.9,2.5,32,14,70,17,184,47,389,730,0.6,26,5.7,0.74,36,233,7.65,0.001668
¢ô,11190,99,218,714,5.5,1.2,0.5,,9.7,0.02,0.57,1.3,0.8,9.8,3.5,49,22,115,28,311,79,629,724,0.45,16,6.4,0.7,17,92,4,0.000983
¢ô,11800,380,451,575,5.4,1.7,0.6,0.01,14.1,0.03,0.55,1.2,0.8,9,3.1,41,18,90,22,231,58,487,722,0.84,21,5.6,0.76,26,133,5.35,0.001318
¢ô,11290,91,202,747,3.6,1.6,0.5,,9.6,0.02,0.51,1.1,0.8,8.4,3.2,47,20,114,27,319,78,629,687,0.45,15,6.7,0.84,19,100,3.23,0.001124
¢ô,11110,121,225,698,6.6,1.6,0.4,,10,0.03,0.61,1.3,0.9,8.6,3.3,46,19,106,24,280,69,569,740,0.54,16,6.1,0.8,16,80,3.92,0.001142
¢ô,10480,191,286,580,5.2,1.5,0.5,,11.2,0.02,0.5,1.2,0.7,8.1,2.8,39,16,90,20,237,58,484,719,0.67,18,6,0.72,22,122,4.9,0.00124
¢ô,11170,28,66,286,4.7,0.8,0.3,,4,0.02,0.23,0.5,0.3,3.4,1.3,19,8,47,11,134,33,262,710,0.42,39,7,0.82,18,86,3.36,0.002879
¢ô,11430,52,126,505,3.6,0.9,0.2,0,5.7,0.02,0.34,0.9,0.7,6.2,2.3,33,14,82,20,239,61,465,687,0.41,23,7.3,0.85,17,107,3.5,0.001691
¢ô,11490,162,300,1259,9.9,2.3,0.7,0.06,15.5,0.05,0.91,2.3,1.5,15.9,5.9,82,34,186,42,468,112,967,780,0.54,9,5.7,0.77,17,100,5.77,0.00061
¢ô,10530,118,234,733,6.6,1.5,0.5,,9.6,0.03,0.51,1.1,0.8,8,3.2,48,20,110,25,297,73,596,740,0.5,14,6.2,0.82,19,95,4.58,0.001124
¢ô,11060,209,303,753,6.3,1.8,0.7,,12.9,0.03,0.58,1.3,1,9.9,3.5,50,21,113,26,302,73,613,736,0.69,15,6.1,0.84,22,118,5.28,0.001119
¢ô,12100,223,409,1416,5.8,2.7,0.8,,19,0.04,0.8,2.4,1.6,16.9,6.1,90,37,207,48,544,132,1104,729,0.55,9,6,0.75,24,163,6.27,0.000531
¢ô,9960,35,85,358,5.6,0.9,0.3,0,4.9,0.02,0.28,0.7,0.4,4.3,1.6,24,10,58,14,164,41,323,725,0.41,28,6.9,0.82,18,99,4.31,0.002284
¢ô,9910,60,135,515,4.2,0.8,0.3,0,6,0.02,0.4,0.8,0.6,6,2.3,33,14,81,20,236,60,459,700,0.45,19,7.2,0.88,15,70,2.27,0.001717
¢ô,10310,63,160,574,3.9,0.9,0.3,,6.6,0.02,0.42,1,0.7,6.6,2.5,37,16,91,22,271,69,524,694,0.39,18,7.4,0.77,16,89,3.02,0.001339
¢ô,11900,143,254,1186,9.7,2.1,0.6,0.45,12.9,0.14,1.18,1.8,1.2,12.1,4.8,75,32,178,40,452,106,919,777,0.56,10,6,0.78,11,38,2.11,0.00066
¢ô,11620,256,321,1509,7.2,2.1,0.6,0.22,17.5,0.09,1.2,2,1.4,17.8,7,99,43,222,48,523,119,1100,749,0.8,8,5.3,0.69,15,58,2.92,0.000459
¢ô,10890,119,216,975,6.5,1.2,0.4,0.04,10.1,0.07,1.12,2.3,1.3,13.1,4.5,64,27,148,33,387,92,783,739,0.55,11,6,0.71,9,42,1.47,0.000733
¢ô,13110,54,141,440,4,0.8,0.3,,5.7,0.02,0.29,0.7,0.5,5.2,2,30,13,74,18,217,55,421,696,0.38,30,7.2,0.8,19,112,3.94,0.001831
¢ô,12420,73,167,651,5,1,0.3,0.03,7.5,0.02,0.35,1.1,0.7,7.1,2.7,41,18,102,24,291,72,567,715,0.44,19,7.1,0.76,21,152,5.64,0.001168
¢ô,,50,113,485,5.5,0.8,0.3,0.01,5.8,0.02,0.4,1,0.6,6.3,2.5,34,15,82,19,227,55,449,724,0.45,,6.7,0.75,14,79,3.43,0.001547
¢ô,,81,196,633,4.3,1.3,0.5,,9.1,0.02,0.43,1.1,0.7,7.5,2.7,40,17,99,24,291,72,565,702,0.41,,7.2,0.71,21,123,4.48,0.001117
¢ô,,187,336,1163,4.6,2.1,0.7,0.01,17,0.03,0.73,1.6,1.1,12.2,5.1,73,32,176,41,466,112,936,708,0.56,,6.4,0.76,23,116,4.42,0.000653
¢ô,9740,342,494,1049,8.64,,,0.02,13.2,0.2,3.35,5.3,1.79,22.1,6.96,86.5,32.1,,,409,83,664,759,0.69,9,4.7,0.51,4,15,-1.99,0.000482
¢ô,9690,495,625,1408,9.92,,,0.08,18,0.33,5.04,7.52,2.55,30.7,9.63,119,43.7,,,527,102,866,773,0.79,7,4.4,0.51,4,12,-2.23,0.000364
¢ô,9320,338,509,1061,10.9,,,0.02,14.7,0.15,2.4,4.1,1.3,18.5,6.32,83.3,32.6,,,421,86,670,782,0.66,9,5.1,0.46,6,24,0.54,0.00043
¢ô,9010,319,321,1292,5.6,,,0.06,27.6,0.26,3.83,6.29,1.95,27.4,8.58,104,37.8,,,444,86,748,719,0.99,7,4.3,0.45,7,28,-0.67,0.000351
¢ô,9550,123,181,613,16.2,,,0.01,13.8,0.05,0.94,2.08,0.38,11.1,3.8,49.9,18.8,,,203,37,341,824,0.68,16,4.1,0.24,15,76,5.78,0.000394
¢ó,8940,40,152,418,4.69,,,0.001,11.3,0.02,0.38,0.88,0.45,5.56,2.03,29,12.5,,,219,48,329,703,0.26,21,7.6,0.62,30,160,5.51,0.001488
¢ó,9330,83,209,754,5.59,,,0.01,19.6,0.04,0.77,1.7,0.77,11.2,3.86,53.8,22.6,,,378,80,572,719,0.4,12,7,0.54,25,131,5.18,0.000715
¢ó,9660,61,152,782,5.12,,,0.02,13.5,0.05,1.06,2.15,0.95,11.9,4.04,56.9,23.6,,,373,79,566,711,0.4,12,6.6,0.57,13,60,2.04,0.000734
¢ó,9160,55,177,489,4.4,,,0,10.8,0.02,0.37,0.73,0.46,5.52,2.05,30.8,13.9,,,286,68,419,698,0.31,19,9.3,0.7,29,134,4.68,0.001433
¢ó,8800,62,177,652,6.19,,,0.001,14.6,0.04,0.66,1.5,0.69,8.79,3.15,47.1,20.1,,,321,68,486,728,0.35,13,6.8,0.57,22,120,5.12,0.000879
¢ó,9110,71,209,737,3.72,,,0.01,14.9,0.06,0.87,1.52,0.85,8.96,3.07,43.6,20.1,,,405,96,595,684,0.34,12,9.3,0.7,17,70,1.8,0.000955
¢ó,9.08,114,279,980,6.05,,,0.03,20.9,0.09,1.5,2.64,1.21,15.6,5.63,78.1,31.3,,,482,103,742,726,0.41,0,6.2,0.58,14,57,2.26,0.000588
¢ó,9610,133,278,728,7.68,,,0.2,24.1,0.27,2.21,2.49,1.43,12.2,3.67,48.2,20.2,,,380,91,586,748,0.48,13,7.9,0.79,11,29,0.26,0.00109
¢ó,8.82,16,64,470,6.91,,,0.001,6.4,0.03,0.58,1.26,0.57,6.78,2.34,32.8,13.9,,,235,53,353,738,0.25,0,7.2,0.6,11,56,2.51,0.001269
¢ó,8690,26,116,575,6.45,,,0.001,9,0.03,0.66,1.4,0.69,7.93,2.71,39.1,17.2,,,309,69,457,732,0.22,15,7.9,0.63,14,67,3.04,0.001101
¢ó,8780,92,259,985,3.67,,,0.001,18.8,0.09,1.47,2.62,1.18,14.9,5.42,74.9,31,,,482,110,742,683,0.36,9,6.4,0.58,13,53,0.74,0.000586
¢ó,8.89,60,181,770,5.11,,,0.01,14.8,0.08,1.13,2.13,1.03,12.3,4.23,57.3,23.7,,,376,84,577,711,0.33,0,6.6,0.62,13,58,1.87,0.000799
¢ó,9170,67,177,693,6.31,,,0.01,14.5,0.04,0.71,1.66,0.75,9.23,3.33,49.3,21.5,,,343,71,515,730,0.38,13,7,0.59,20,111,4.87,0.000845
¢ó,10100,43,135,478,4.66,,,0.01,9.85,0.05,0.73,1.22,0.6,6.94,2.3,32.6,14.1,,,262,63,393,703,0.32,21,8,0.63,13,53,1.3,0.001319
¢ó,9390,100,250,989,5.8,,,0.11,20,0.08,1.13,2.41,1.15,13.3,4.62,66.2,29.2,,,475,103,716,722,0.4,9,7.2,0.62,18,88,3.78,0.000628
¢ó,8870,69,193,1056,7.35,,,0,16.3,0.06,1.22,2.51,1.07,13.7,4.95,71.8,31.2,,,490,109,742,744,0.36,8,6.8,0.56,13,64,3.18,0.000528
¢ó,9560,43,159,485,4.03,,,0.01,11.2,0.02,0.43,0.96,0.5,5.52,1.98,30.3,14,,,276,62,403,691,0.27,20,9.1,0.66,26,135,4.49,0.001369
¢ó,8940,243,378,500,2.7,1.6,0.7,0.03,19.2,0.11,1.39,2.5,1,11.1,3.4,42,15,82,21,209,44,452,663,0.64,18,5,0.55,14,58,0.49,0.001108
¢ó,10170,873,1249,797,2.4,3.9,2,0.03,59.2,0.06,1.23,2.9,1.3,15.2,5.3,69,26,134,35,337,71,756,653,0.7,13,4.9,0.58,48,264,5.84,0.000722
¢ó,10189,970,1409,903,4,4.7,2.2,0.03,56.6,0.05,1.59,3.6,1.3,16.6,6,78,29,151,39,378,78,839,695,0.69,11,4.8,0.52,36,187,5.84,0.000578
¢ó,10274,1005,1299,637,1.7,3,1.8,0.03,49.6,0.05,1.21,2.5,1.2,12.5,4.4,55,20,103,27,261,54,592,629,0.77,16,4.7,0.63,41,198,3.96,0.000994
¢ó,9261,277,498,498,1.3,1.6,0.7,0.06,20.7,0.05,0.79,1.6,0.6,7.6,2.8,39,15,82,22,230,51,474,609,0.56,19,5.9,0.56,26,124,1.52,0.001122
¢ó,9979,241,491,464,1.8,1.7,0.9,0.03,22.1,0.02,0.42,1.4,0.5,6.6,2.5,37,15,80,22,224,49,460,630,0.49,22,6.1,0.49,53,397,6.62,0.001058
¢ó,9839,168,329,332,1.6,1.2,0.6,0.11,13.1,0.13,1.3,1.3,0.6,5.7,2,26,10,55,16,158,37,327,622,0.51,30,6,0.7,10,22,-4.45,0.002106
¢ó,9295,344,677,657,1.5,2.4,1.4,0.03,26.4,0.05,0.73,1.8,0.8,9.7,3.9,54,21,109,30,306,64,628,619,0.51,14,5.6,0.59,36,209,3.82,0.0009
¢ó,10065,727,1181,824,2.6,4,1.9,0.12,47.7,0.14,1.25,3.2,1.2,13.3,5,69,27,140,37,358,73,776,659,0.62,12,5.2,0.58,38,230,5.52,0.000702
¢ó,10166,385,698,638,3.2,2.4,1.3,0.06,32.9,0.06,0.8,1.4,0.8,9.9,3.6,51,20,111,30,303,65,630,676,0.55,16,5.9,0.61,41,169,4.89,0.000964
¢ó,10302,422,722,728,1.9,1.9,0.9,0.03,27,0.11,1.8,3.3,1.4,14.1,5.2,62,24,124,31,325,68,687,635,0.58,14,5.2,0.62,15,63,-0.14,0.000856
¢ó,8996,106,244,437,2.5,1.7,0.7,0.03,14.6,0.06,0.82,1.2,0.7,6.9,2.5,34,13,73,20,206,43,417,659,0.44,21,6,0.69,18,62,0.59,0.001589
¢ó,9233,123,227,426,5.8,1.4,0.6,0.42,13.6,0.11,1.22,2,0.8,6.8,2.7,35,13,75,19,193,46,409,728,0.54,22,5.5,0.64,11,42,1.17,0.00151
¢ó,10214,280,794,1004,2.9,6.3,2.1,0.03,27.7,0.03,0.55,2.8,0.7,14.3,5.5,79,31,161,43,414,84,864,669,0.35,10,5.3,0.33,50,600,9.42,0.000331
¢ó,10003,200,948,1021,1.9,6.9,2.2,0.03,14.3,0.02,0.35,1.6,0.8,11.3,4.9,79,32,175,46,468,94,927,638,0.21,10,5.9,0.6,41,422,7.09,0.000587
¢ó,8659,59,152,258,2.7,1.1,0.5,0.03,8.8,0.03,0.51,1.1,0.4,4.3,1.6,20,8,42,12,122,27,249,665,0.38,34,6.1,0.62,17,86,2.01,0.002424
¢ó,9726,437,827,671,2.8,2.9,1.5,0.03,34.5,0.06,0.8,1.8,1,11.2,3.9,56,22,115,31,298,64,638,668,0.53,15,5.4,0.69,43,227,5.74,0.001033
¢ó,9811,424,558,712,7.7,2.9,1.4,0.03,31.6,0.05,1.44,3.5,1,16.2,5.5,63,23,114,27,247,53,587,754,0.76,14,3.9,0.41,22,124,5.95,0.000582
¢ó,8561,73,194,297,3.8,1.1,0.5,0.03,6.9,0.02,0.55,0.8,0.5,5.4,1.7,23,9,49,14,138,32,281,692,0.38,29,6,0.66,13,45,0.39,0.00222
¢ó,10317,234,546,498,1.6,1.5,0.6,0.03,18.8,0.03,0.58,1.3,0.6,7.5,2.6,39,17,83,23,235,52,481,625,0.43,21,6,0.6,32,170,3.25,0.001197
¢ó,10657,512,815,732,1.6,3.2,1.7,0.03,40.8,0.05,0.83,1.8,0.9,11.3,4.1,58,25,129,34,329,74,708,621,0.63,15,5.6,0.58,49,252,4.61,0.000791
¢ó,10098,469,883,700,2.7,3.2,1.6,0.03,34.3,0.04,0.79,2,1,11.5,4.3,57,23,118,31,300,66,647,663,0.53,14,5.3,0.61,43,255,6.02,0.000878
¢ó,9649,375,687,670,1.9,2.9,1.3,0.03,29.5,0.06,0.69,2.1,0.9,11.4,4,55,21,116,31,296,65,633,637,0.55,14,5.4,0.58,43,303,5.84,0.00087
¢ó,10500,381,655,637,1.4,2.9,1.2,0.05,32.6,0.05,0.87,1.6,0.8,9.3,3.5,52,21,109,29,286,63,610,615,0.58,16,5.5,0.6,37,160,2.69,0.000935
¢ó,10260,302,607,544,2.1,2.1,1,0.29,23.4,0.1,0.81,1.6,0.7,8.3,3.2,46,18,95,25,263,57,543,643,0.5,19,5.7,0.55,29,132,2.9,0.00102
¢ó,10114,388,596,625,1.2,2.4,1.2,0.03,29.6,0.03,0.57,2,0.6,10,3.9,51,20,111,30,283,65,607,604,0.65,16,5.5,0.42,52,422,5.95,0.00067
¢ó,9778,246,519,479,1.3,1.5,0.6,0.03,18.2,0.03,0.7,1.4,0.7,7.5,2.8,39,15,85,23,231,51,475,609,0.47,20,6,0.69,26,124,1.51,0.00144
