label,Hf ,Th ,U ,Y ,Ti ,Nb,Ta,La,Ce ,Pr,Nd ,Sm ,Eu ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,REE,T (?),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,?FMQ,(EuN/EuN*)/Y
barren,9721,278,98,568,7.6,,,0.88,26.3,0.28,2.15,2,1.6,9.5,3.2,46,18,90,22,260,43,524,754,2.84,17,5.7,1.15,12,27,0.17,0.002023
barren,8406,38,21,281,6.2,,,0.02,19.9,0.06,0.51,1,0.2,4.4,1.7,25,9,42,10,124,16,253,734,1.75,30,5,0.25,39,181,6.83,0.000891
barren,8868,353,127,897,1.7,,,2.18,27.7,0.83,4.17,2.6,0.8,14.5,5.1,70,28,141,35,435,61,828,627,2.78,10,6.2,0.4,7,9,-7.53,0.000446
barren,8051,185,43,283,3.3,,,0.2,18.9,0.12,1.3,1,1.9,6.6,1.9,24,8,42,11,147,19,283,679,4.31,28,6,2.23,15,26,-2.09,0.00788
barren,8501,151,47,349,7.9,,,0.01,13.4,0.01,0.52,0.7,0.3,5.4,1.9,28,11,54,14,181,25,334,757,3.24,24,6.5,0.42,25,75,4.1,0.001203
barren,7051,224,87,711,3.1,,,0.19,15.7,0.33,2.53,4,2.3,14.5,4.8,63,22,108,28,355,45,667,675,2.59,10,5.6,0.95,6,23,-2.71,0.001337
barren,8165,399,215,1247,15.7,,,0.81,32,1.15,8.33,6.4,2.6,29.2,9.1,109,41,189,44,540,73,1085,828,1.86,7,5,0.58,4,7,-3.13,0.000465
barren,9848,668,273,688,9.1,,,1.99,19.9,0.57,3.34,3.4,0.4,14.2,5,60,21,100,21,235,35,522,771,2.45,14,3.9,0.19,6,14,-1.76,0.000276
barren,8353,2069,1202,2164,238.1,,,78.28,209.1,31.31,172.88,88,19.7,119.3,21.9,202,62,276,59,628,83,2050,1237,1.72,4,3.1,0.59,1,1,-2.22,0.000273
barren,10188,2717,4114,6097,159.8,,,241.51,917.8,162.91,918.05,508.2,126.3,677.6,106.1,717,171,608,109,1078,143,6485,1159,0.66,2,1.5,0.66,1,1,-3.62,0.000108
barren,10639,1479,151,556,13.2,,,0.91,18.9,0.94,6.26,5.1,0.7,13.3,4,47,16,78,18,207,30,447,809,9.78,19,4.4,0.25,3,6,-4.22,0.00045
barren,11654,1082,185,726,8.3,,,0.3,13.4,0.29,1.87,1.9,0.3,10.7,4,57,22,113,27,314,45,610,763,5.86,16,5.5,0.19,7,16,-1.43,0.000262
barren,11087,671,265,652,7,,,0.1,30,0.16,1.84,2.2,0.1,12.9,4.4,57,20,96,22,254,33,533,745,2.53,17,4.5,0.08,16,45,1.9,0.000123
barren,11855,962,117,507,10.1,,,0.37,11.7,0.48,2.72,1.8,0.3,7.4,2.6,38,15,75,18,213,35,421,781,8.23,23,5.7,0.27,4,7,-4.42,0.000532
barren,9769,1959,966,2208,21.9,,,19.28,118.6,13.25,74.05,39.4,7.8,68.4,17.3,196,68,318,68,730,101,1840,865,2.03,4,3.7,0.46,2,2,-6.97,0.000208
barren,11499,1721,208,790,13.5,,,2.15,23,2.24,14.23,8.2,1.6,17.4,4.8,60,22,112,26,316,51,662,811,8.26,15,5.2,0.42,2,2,-7.86,0.000532
barren,12504,1504,307,1025,14,,,0.19,16.3,0.25,2.05,2.7,0.1,16.4,5.8,83,32,158,36,411,62,826,815,4.91,12,4.9,0.07,8,24,1.32,0.000068
barren,10519,782,252,666,13.8,,,3.11,22.3,1.25,7.41,5.3,0.7,14.6,4.4,53,20,94,20,211,33,490,814,3.11,16,4,0.26,3,5,-4.66,0.000391
barren,11253,1116,292,811,11.5,,,3.31,22.5,2.13,11.83,6.9,1.5,15.9,4.6,59,23,119,28,320,49,666,794,3.82,14,5.5,0.43,2,3,-7.62,0.00053
barren,8956,400,234,570,3.6,,,0.52,24.8,0.2,2.91,3.1,0.7,12.1,3.5,47,17,84,20,242,37,495,688,1.71,16,5.1,0.34,9,22,-2.5,0.000596
barren,10295,1544,417,1196,18.2,,,13.16,91.3,9.43,50.26,21,4.7,36.5,9.1,104,36,173,39,441,58,1087,844,3.71,9,4.3,0.51,2,2,-7.87,0.000426
barren,10469,267,170,418,5.7,,,0.12,18.7,0.13,0.96,1.4,0.1,7.9,3,37,13,63,14,163,23,345,727,1.57,25,4.4,0.11,19,66,2.85,0.000263
barren,11320,1701,271,894,15.4,,,4,36.7,3.3,18.05,11,2.4,24.9,6.5,78,26,124,27,306,43,710,826,6.27,13,3.9,0.45,2,3,-6.45,0.000504
barren,10016,2641,1397,2484,84.2,,,48.15,326.4,32.56,188.21,92.1,17.3,129.7,24.7,242,76,331,67,714,97,2386,1049,1.89,4,2.9,0.49,2,2,-3.62,0.000197
barren,9676,776,318,830,6.7,,,0.87,23.1,0.66,4.44,4.3,0.7,12.3,4.4,60,23,128,32,404,63,761,741,2.44,12,6.8,0.28,5,12,-3.25,0.000337
barren,13176,750,113,477,7.2,,,0.04,8.7,0.06,0.64,0.2,0.1,5.4,2.3,36,15,73,19,218,32,410,748,6.64,28,6.1,0.42,14,11,-3.33,0.000881
barren,8422,315,247,698,7.8,,,0.46,20.7,0.48,4.28,4.9,1.4,17,4.9,57,21,100,24,279,42,577,756,1.28,12,4.9,0.49,5,13,-2.55,0.000703
barren,8556,530,314,572,22.6,,,13.78,66.4,4.87,23.95,8.8,0.7,15.6,4.2,49,18,87,20,253,34,599,869,1.69,15,5.1,0.19,3,2,-6.23,0.000332
barren,11879,919,121,507,11.9,,,0.54,13,0.4,2.93,2.6,0.2,8.5,3.2,40,15,75,17,203,30,411,798,7.61,23,5.1,0.14,4,9,-2.69,0.000276
barren,9616,539,367,1151,11.1,,,10,64.9,3.71,19.3,7.4,1.6,25,7.7,97,36,171,37,432,67,980,791,1.47,8,4.5,0.35,3,3,-7.13,0.000304
barren,7805,250,118,923,8.1,,,0.11,21.1,0.11,1.06,2.1,0.7,12.3,4.4,60,23,123,28,343,55,675,759,2.12,8,5.7,0.4,20,93,5.01,0.000433
barren,7502,150,28,325,5.4,,,0.03,8.4,0.04,0.43,0.9,0.2,4.3,1.6,21,8,40,9,104,17,215,722,5.32,23,4.9,0.25,20,95,4.08,0.00077
barren,9806,234,117,731,6.3,,,7.56,38.8,2.67,13.14,4.1,0.7,14.2,4.3,56,22,114,26,311,52,667,736,2,13,5.5,0.27,3,2,-9.79,0.00037
barren,9628,355,202,1032,0.8,,,0.7,32.5,0.39,2.86,3.6,0.9,17.5,6,81,31,156,37,429,69,867,576,1.76,9,5.3,0.37,11,33,-4.64,0.000359
barren,9177,298,161,925,3.1,,,0.03,21.4,0.11,1.02,3.5,1.1,15.8,5.5,74,28,139,32,377,60,758,676,1.85,10,5.1,0.44,21,166,4.81,0.000476
barren,9638,303,157,1161,13.8,,,0.26,25.6,0.13,1.53,3.5,0.8,19.8,7,90,35,179,42,496,78,978,814,1.93,8,5.5,0.28,17,89,6.16,0.000241
barren,9689,295,147,961,8.6,,,0.64,33.6,0.46,2.42,4.1,1,16.6,5.8,76,29,146,34,403,64,815,766,2,10,5.3,0.36,14,55,3.16,0.000375
barren,9814,252,138,695,66.1,,,0.25,20.7,0.15,0.71,2.2,0.5,11.1,3.9,53,21,105,25,296,48,587,1012,1.82,14,5.6,0.3,29,207,13.25,0.000432
barren,11982,227,88,516,3.1,,,0.04,15.7,0.03,0.6,1.6,0.2,8.4,2.9,41,16,78,17,197,32,411,676,2.59,23,4.8,0.16,26,161,4.69,0.00031
barren,10234,971,544,924,12.8,,,0.58,32.2,0.76,5.25,4.4,3.4,15.2,4.7,62,26,135,32,382,67,770,806,1.79,11,6.1,1.27,6,12,-1.56,0.001375
barren,9896,455,290,1096,5.6,,,0.15,37.2,0.25,2.7,3.1,1.6,19.7,6.6,87,34,165,38,447,70,911,726,1.57,9,5.1,0.61,14,37,0.66,0.000557
barren,9124,229,113,875,9.2,,,1.55,22,0.77,5.27,4,1,16.9,5.6,70,27,131,31,358,56,731,772,2.03,10,5.1,0.36,4,7,-4.21,0.000412
barren,9332,352,200,1313,6,,,26.16,109.2,13.14,66.86,20.3,2.8,37.3,9.9,115,42,194,44,491,78,1250,731,1.76,7,4.3,0.32,2,1,-12.25,0.000244
barren,8729,231,157,1211,83,,,0.58,34.3,0.67,6.71,6.5,2.2,30.5,9.1,105,38,175,39,434,69,951,1047,1.47,7,4.1,0.48,5,11,2.95,0.000396
barren,9918,334,135,912,7.4,,,0.69,27.7,0.3,2.94,2.7,0.8,15.8,5.2,71,28,143,34,397,64,794,751,2.48,11,5.6,0.36,9,20,-0.94,0.000395
barren,10207,754,319,1407,30.7,,,0.56,28.9,0.32,3.7,4.9,1.1,23.4,9,120,45,218,50,545,82,1131,907,2.36,7,4.5,0.3,8,24,3.27,0.000213
barren,10196,581,153,944,9.1,,,0.37,17.1,0.23,1.87,2.5,0.7,14,5.3,76,30,150,35,393,62,788,771,3.8,11,5.2,0.38,9,28,0.8,0.000403
barren,9921,278,122,832,13.1,,,0.98,26.6,0.38,5.69,4.1,0.9,17.7,5.2,68,26,129,30,352,60,727,808,2.28,12,5.2,0.32,5,8,-3.08,0.000385
barren,9964,410,239,1121,10.8,,,18.43,83.5,7.41,36.3,11.5,2.3,26.9,7.4,92,36,172,39,444,74,1052,789,1.72,9,4.8,0.4,2,2,-9.31,0.000357
barren,11471,436,107,532,7.3,,,0.01,15.6,0.03,0.44,1.5,0.3,8.4,3.1,42,17,80,20,231,38,457,749,4.09,22,5.4,0.24,35,271,8.75,0.000451
barren,9615,331,183,937,6.7,,,0.62,33.6,0.22,3.17,3.6,1.1,16.9,5.9,78,30,144,35,410,65,826,742,1.81,10,5.3,0.41,11,28,0.03,0.000437
barren,9814,255,138,751,3.1,,,0.17,21.7,0.09,1.28,2.7,0.9,12.5,4.5,59,24,115,28,324,53,647,675,1.85,13,5.5,0.47,17,82,2.15,0.000625
barren,9710,170,88,355,6.5,,,0.1,25,0.07,0.37,1,0.4,8.4,2.5,32,11,52,12,140,20,305,740,1.93,27,4.4,0.4,68,416,10.09,0.001126
barren,7311,289,162,612,2.8,,,0.05,24.6,0.16,2.63,2.3,1.9,10.4,3.8,48,18,91,22,264,39,529,666,1.78,12,5.5,1.21,9,19,-3.62,0.001976
barren,8168,325,194,471,6.5,,,5.32,42.1,1.33,6.68,2.9,0.9,11.5,3.3,42,15,71,16,197,26,442,738,1.67,17,4.6,0.47,6,6,-5.58,0.000998
barren,8522,81,46,300,6.4,,,0.12,23.1,0.06,1.08,1.4,0.2,6.1,2.3,28,10,45,10,117,16,261,738,1.77,28,4.2,0.21,21,65,3.07,0.000699
barren,8680,489,242,537,4.6,,,0.45,27.7,0.26,2.09,2.2,0.8,10.1,3.3,44,17,79,19,230,33,469,708,2.02,16,5.2,0.54,13,33,-0.29,0.001006
barren,7596,238,222,1048,13.5,,,0.04,29.6,0.5,5.87,7.2,7,29.4,8.4,97,33,147,32,352,53,802,812,1.07,7,3.6,1.47,5,14,-0.72,0.001403
barren,8174,110,54,324,5.8,,,0.03,19.4,0.07,0.52,1.1,0.3,6.6,2.3,28,10,47,11,128,18,273,728,2.03,25,4.6,0.33,37,183,6.71,0.001019
barren,9083,695,368,643,6.2,,,0.21,24.2,0.19,4.13,2.3,1.4,12.6,4,52,19,95,23,274,42,554,735,1.89,14,5.3,0.82,6,8,-5.07,0.001275
barren,11459,742,135,518,5,,,1.86,27.9,0.97,3.93,2.4,2,10.2,3.3,42,16,79,20,244,35,488,715,5.49,22,5.8,1.24,7,10,-4.48,0.002394
barren,7139,274,270,1297,7.4,,,0.07,37.4,0.56,8.07,12.1,4.1,42.7,11.8,131,42,179,38,414,56,978,751,1.01,6,3.1,0.55,5,16,-1.81,0.000424
barren,8985,465,237,611,3.8,,,1.93,31.1,0.74,3.16,2.4,1.3,11,3.7,49,18,93,22,269,40,547,692,1.96,15,5.5,0.76,10,18,-3.12,0.001244
barren,8084,464,199,637,6.2,,,0.42,26.5,0.83,6.59,2.4,3,11.8,4,54,20,96,23,288,41,577,735,2.33,13,5.3,1.7,4,3,-8.08,0.002667
barren,8719,108,59,357,5.4,,,0.04,21.4,0.07,0.97,1.1,0.1,7.8,2.4,31,11,52,12,143,20,303,722,1.83,24,4.6,0.07,22,59,2.28,0.000196
barren,7136,1014,529,1348,18.5,,,8.2,92.1,9.39,59.59,22.6,149.8,42.7,10.9,119,38,169,39,464,61,1285,846,1.92,5,3.9,14.75,2,1,-8.8,0.010942
barren,6775,434,463,1252,20.3,,,2.54,86.6,1.56,11.58,11.1,8.9,36.6,11.2,124,42,179,39,427,54,1036,857,0.94,5,3.5,1.35,7,17,0.83,0.001079
barren,8440,139,38,392,4.2,,,0.91,32,0.76,5.39,2.9,14.7,9.9,2.8,34,12,55,13,151,20,355,700,3.63,22,4.4,8.39,6,7,-6.12,0.021412
barren,8857,150,76,347,5.7,,,0.04,26.2,0.06,0.76,1.7,0.1,6.8,2.5,31,11,50,12,140,19,301,726,1.99,26,4.5,0.08,35,175,6.48,0.000231
barren,8779,105,57,334,2.3,,,0.05,20.2,0.04,1,1.5,0.3,7,2.3,28,10,48,11,134,19,283,651,1.85,26,4.7,0.3,20,72,0.9,0.000897
barren,8732,113,59,346,7.8,,,0.08,22.1,0.08,1.13,1.4,0.3,7.5,2.2,30,11,50,12,140,20,298,757,1.91,25,4.6,0.32,20,55,2.97,0.000924
barren,12890,1846,1570,3203,4.2,,,0.05,20.9,0.11,1.17,4.5,0.3,43.4,19.1,265,106,507,106,1051,186,2311,701,1.18,4,4,0.07,18,159,5.39,0.000022
barren,13192,1225,1115,3047,0.3,,,0.03,17.1,0.1,1.22,5.2,0.4,45.3,18.9,256,101,476,98,971,169,2160,513,1.1,4,3.8,0.08,14,139,-1.9,0.000026
barren,14450,2125,1851,4195,2.5,,,0.04,20.8,0.11,1.52,7.6,0.3,64.6,25.6,353,137,650,134,1303,225,2922,656,1.15,3,3.7,0.03,14,158,4.01,0.000007
barren,11492,887,906,2874,1.3,,,0.19,18.5,0.1,1.88,6.3,0.7,44.9,18.1,245,96,442,91,894,158,2017,609,0.98,4,3.6,0.13,10,76,-0.3,0.000045
barren,11730,888,912,2370,2.6,,,0.01,16.8,0.05,1.68,4.2,0.8,37.3,14.9,200,79,362,75,724,127,1642,660,0.97,5,3.6,0.18,10,59,0.42,0.000076
barren,14213,1465,991,3398,1.4,,,0.06,16.9,0.09,1.11,6,0.1,46.2,20.5,285,113,539,112,1110,194,2444,612,1.48,4,3.9,0.02,15,190,3.22,0.000006
barren,12978,1470,1228,3169,3.1,,,0.08,16.4,0.08,1.34,5.3,0.3,47.6,19.1,269,106,502,103,1017,178,2265,674,1.2,4,3.8,0.05,12,114,3.33,0.000016
barren,13798,1829,1676,3850,5.3,,,0.08,20.5,0.12,1.83,7.1,0.4,56.8,24.2,325,130,601,123,1217,210,2717,721,1.09,4,3.7,0.05,11,101,4.26,0.000013
barren,11862,710,643,2788,1.3,,,0.14,14.9,0.14,2.43,7.2,0.7,49.8,18.5,241,94,435,89,885,155,1994,609,1.1,4,3.7,0.11,6,42,-2.52,0.000039
barren,10379,853,1493,3958,5.3,,,0.26,37.4,0.49,7.29,15.6,2,90,31,374,136,590,116,1106,188,2694,719,0.57,3,3,0.16,5,26,-0.94,0.00004
barren,10589,1101,1638,3475,3.6,,,0.07,40.9,0.17,3.55,10.1,1.2,70.7,25.3,317,119,527,106,1022,177,2420,686,0.67,3,3.2,0.14,12,76,2.19,0.00004
barren,14447,2429,2268,4818,3.5,,,0.1,24.3,0.08,2.31,8.5,0.2,70.7,29.6,409,161,743,154,1494,260,3357,685,1.07,3,3.7,0.03,11,90,2.77,0.000006
barren,11163,869,1114,3394,3.1,,,0.06,29.7,0.27,4.62,11,1.3,68.2,24.3,306,116,514,103,1004,173,2355,673,0.78,3,3.3,0.15,6,36,-1.05,0.000044
barren,8720,239,54,1031,30,,,16.6,56,7.8,44,16.9,1.1,30,7.3,79,30,146,31,304,65,835,904,4.43,8,3.8,0.14,1,1,-8.27,0.000136
barren,10940,324,100,1490,8.8,,,3.6,23.6,3.4,27,18.6,2.5,46,12.3,135,43,172,32,269,48,835,768,3.24,7,2,0.26,1,1,-10.55,0.000174
barren,9160,176,56,801,15.8,,,0.07,7.2,0.05,0.84,1.9,0.4,12.1,4.5,58,24,119,26,258,55,567,828,3.14,11,4.5,0.24,9,45,3.91,0.0003
barren,11270,257,46,497,4.9,,,1.11,11.2,1.06,9,6.1,0.5,14,3.4,38,15,80,19,190,44,432,713,5.59,23,5,0.15,1,2,-10.73,0.000302
barren,12760,283,65,910,26.2,,,7.89,29.6,4.91,29.8,16,1.2,27.6,5.7,63,26,139,33,362,81,827,887,4.33,14,5.8,0.17,1,1,-8.28,0.000187
barren,10310,326,6,523,3.2,,,2.13,14.1,2.49,21.8,15,0.7,24.4,4.3,40,15,76,18,181,37,452,677,56.21,20,4.5,0.12,1,1,-14.22,0.000229
barren,11150,943,6,572,3.8,,,2.06,13.1,1.7,12.6,7.5,0.4,12.1,2.7,34,16,90,22,236,51,502,692,147.34,19,6.9,0.13,1,1,-12.54,0.000227
barren,9220,298,106,1560,6.7,,,1.38,17.4,1.58,13.2,12.2,1.2,37.7,10.8,126,48,233,49,466,96,1113,742,2.8,6,3.7,0.17,1,3,-8.58,0.000109
barren,11150,327,39,645,5.2,,,7.8,41.1,5.6,40.1,22.5,1.2,34.3,5.9,52,18,94,22,230,52,626,718,8.3,17,4.5,0.13,1,1,-12.05,0.000202
barren,10860,221,142,1082,7.2,,,0.44,14.1,0.52,4.48,4.6,0.5,17.1,5.8,75,31,157,35,344,73,762,748,1.56,10,4.6,0.16,3,7,-4.79,0.000148
barren,7610,189,66,894,12.8,,,26.1,90.4,11.5,54.4,16.6,2.7,37.7,9.3,89,27,99,16,126,21,627,806,2.86,9,1.4,0.33,2,1,-10.26,0.000369
barren,9750,227,61,780,3.1,,,1.19,13.9,1.34,11.34,9.1,0.6,21,5.1,58,23,116,26,257,55,597,675,3.75,13,4.5,0.14,1,2,-11.29,0.000179
barren,10940,876,40,465,2.7,,,1,8,0.97,6,4.5,0.4,10.1,2.9,34,14,72,16,161,34,365,663,21.85,24,4.7,0.17,1,2,-11.62,0.000366
barren,9270,150,152,1839,8.4,,,21.9,85,11.2,60,24.8,1.5,50.4,13,147,56,269,57,536,110,1443,763,0.99,5,3.6,0.13,1,1,-10.78,0.000071
barren,9700,218,55,954,6.5,,,0.32,9.9,0.27,2.21,2.7,0.4,12.8,4.7,64,28,147,34,351,78,735,739,3.96,10,5.5,0.19,4,13,-3.03,0.000199
barren,10790,109,163,1369,4.7,,,5.1,28.9,2.92,18.4,10.7,0.6,28.4,8.6,104,42,202,44,409,84,988,709,0.67,8,3.9,0.1,2,2,-10.57,0.000073
barren,11420,336,125,2340,9.2,,,4.43,46.3,5.2,38,28.1,4.1,81.3,22.5,227,70,271,48,388,66,1300,772,2.69,5,1.7,0.26,1,2,-8.92,0.000111
barren,11120,287,63,891,53,,,10.3,34.3,3.77,23.6,13.3,0.8,25.6,5.8,63,26,137,32,342,78,795,980,4.55,12,5.4,0.14,1,2,-4.91,0.000157
barren,9840,304,71,1110,10.9,,,184,299,25.6,82.7,14.8,2.3,26.9,7.4,87,34,168,37,358,75,1401,789,4.28,9,4.1,0.35,4,2,-9.75,0.000315
barren,9980,510,33,685,3.5,,,0.2,7,0.31,2.21,2.8,0.3,11.4,3.9,48,19,100,22,215,47,480,684,15.41,15,4.5,0.18,3,9,-5.74,0.000263
barren,9740,100,27,577,2.6,,,0.39,8.2,0.58,5.2,4.8,0.4,12.5,3.4,39,16,85,20,209,48,452,660,3.66,17,5.3,0.15,2,3,-10.26,0.00026
barren,10050,125,30,670,4,,,7.41,17.6,3.12,23.9,17.3,1.3,32.5,6.2,57,20,96,21,203,43,549,696,4.22,15,3.5,0.16,1,1,-12.99,0.000239
barren,11740,225,56,853,6,,,10.16,33.6,5.64,35.5,20.1,1.1,33.9,6.7,66,25,126,29,295,65,753,732,4.03,14,4.5,0.13,1,1,-11.94,0.000152
barren,10568,152,265,1612,19,,,7.01,63.7,5.79,24.67,12.9,3,34.2,11.2,135,52,232,54,474,98,1208,849,0.57,7,3.5,0.44,3,3,-5.6,0.000273
barren,11184,220,358,1981,4,,,0.03,32.6,0.41,5.48,12.3,2.5,40.1,13.8,174,67,295,66,605,125,1440,696,0.61,6,3.5,0.34,6,31,-0.88,0.000172
barren,10321,234,450,2135,16,,,0.27,95,0.64,6.45,10.7,3.2,39.8,13.1,175,70,321,73,657,132,1596,830,0.52,5,3.7,0.48,15,57,4.84,0.000225
barren,11951,434,813,2282,5,,,0.19,57.3,0.48,8.76,13.2,3.4,45.7,15.3,196,75,344,80,740,154,1732,715,0.53,5,3.8,0.43,7,23,-1.47,0.000188
barren,11584,342,596,1518,7,,,0.13,48.1,0.41,2.4,4.6,1.7,28.1,9.2,119,47,226,53,530,116,1185,746,0.57,8,4.5,0.45,20,90,4.52,0.000296
barren,9983,113,147,1171,13,,,0.01,16.8,0.35,4.68,6.4,2.5,22.1,7.1,97,37,180,42,397,86,898,807,0.77,9,4.1,0.63,4,11,-1.69,0.000538
barren,8810,223,603,2569,19,,,0.22,109.6,0.81,14.5,19.5,7.9,72,21.1,243,89,374,81,694,134,1860,849,0.37,3,2.9,0.64,8,24,1.99,0.000249
barren,13983,744,633,1132,5,,,2.3,50.6,1.56,9.51,4,1.4,15.1,5.3,80,34,172,46,497,127,1046,715,1.18,12,6.2,0.57,5,5,-7.04,0.000504
barren,11005,212,284,1494,8,,,2.84,41.9,2.24,11.85,8.2,2.3,25.7,9.1,120,47,222,52,510,106,1162,758,0.75,7,4.2,0.48,4,6,-5.54,0.000321
barren,11364,165,165,936,12,,,0.09,26.2,0.14,1.76,4.2,1.2,14.8,5.5,72,29,149,35,353,73,766,799,1,12,4.9,0.48,15,82,5.5,0.000513
barren,10172,96,111,645,18,,,0.01,21.2,0.05,1.16,2,0.9,11.2,4.4,54,22,100,23,226,44,510,843,0.86,16,4.2,0.56,18,75,6.17,0.000868
barren,10602,106,111,688,20,,,0.03,20.3,0.24,1.9,2.7,0.8,12.1,4,57,22,107,26,238,51,543,855,0.95,15,4.2,0.41,11,35,3.57,0.000596
barren,10852,151,175,771,17,,,2.51,35.9,2.35,9.94,4.3,0.9,15.2,4.7,64,26,117,28,278,54,643,837,0.86,14,4.4,0.33,4,4,-5.29,0.000428
barren,11997,264,297,1286,8,,,11.7,78.2,8.94,31.07,10.2,2.4,25,8.6,103,42,205,50,494,101,1171,758,0.89,9,4.8,0.45,3,2,-9.59,0.00035
barren,11359,242,324,1190,12,,,0.02,40.1,0.19,2.84,4.9,1.6,21,7.8,98,38,181,45,457,93,990,799,0.75,10,4.7,0.48,14,57,4.13,0.000403
barren,11278,318,463,1414,5,,,1.82,47.5,1.77,8.82,8.3,2.3,27,8.9,116,46,218,51,509,103,1149,715,0.69,8,4.4,0.47,5,12,-3.95,0.000332
barren,11521,186,166,873,16,,,,24.9,0.04,0.96,4.6,1.1,12.5,5.3,66,28,137,34,321,68,702,830,1.12,13,4.9,0.43,26,289,10.97,0.000493
barren,11685,207,224,1069,20,,,14.25,85.2,11.33,51.16,9.8,1.3,21.8,7.3,83,34,165,40,385,86,995,855,0.92,11,4.6,0.27,2,1,-10.89,0.000253
barren,11554,192,195,836,9,,,0.35,28.1,0.35,2.56,3.7,0.8,12.6,5,64,27,133,32,328,67,704,770,0.98,14,5.1,0.35,11,37,1.8,0.000419
barren,11091,437,792,1863,6,,,2.89,83.5,2.62,12.58,10.4,3,35.8,12.8,152,61,289,68,656,139,1529,731,0.55,6,4.3,0.48,7,13,-3.2,0.000258
barren,11516,155,177,792,6,,,3.63,41.6,3.83,17.49,6.1,1.2,15.6,5.1,67,26,126,30,294,59,697,731,0.88,15,4.4,0.37,2,2,-10.3,0.000467
barren,11827,103,93,520,8,,,,18.2,0.08,1.59,1.7,0.4,7.6,2.8,42,16,85,21,205,42,444,758,1.11,23,4.9,0.31,11,28,0.48,0.000596
barren,11902,276,431,1519,10,,,0.61,42.3,0.55,5.8,9,2.1,28.2,9.8,131,49,238,56,537,110,1218,780,0.64,8,4.1,0.4,7,26,0.8,0.000263
barren,12149,165,160,1284,16,,,0.02,24.4,0.22,2.06,6.2,1,23.6,8.8,116,43,190,43,391,72,922,830,1.03,9,3.4,0.26,12,82,6.24,0.000202
barren,11444,243,298,781,7,,,6.1,51.1,4.7,18.04,4.4,1.1,12.6,4.9,63,25,121,31,308,63,713,746,0.82,15,4.9,0.45,3,2,-10.62,0.000576
barren,11329,266,243,1258,8,,,1.58,41.6,1.21,9.11,7.4,1.6,21,7.8,108,40,200,48,458,91,1037,758,1.09,9,4.2,0.38,5,9,-3.95,0.000302
barren,12769,152,182,691,7,,,0.04,31.5,0.14,1.49,1.1,0.6,9.7,3.9,53,22,110,29,304,60,626,746,0.84,18,5.7,0.58,21,37,1.21,0.000839
barren,10710,139,193,1130,9,,,,25.6,0.32,3.91,5.4,1.7,22.2,8,92,38,173,42,394,77,883,770,0.72,9,4.3,0.47,7,21,-0.3,0.000416
barren,11016,223,210,1221,9,,,2.99,35.5,2.41,10.53,9,1.6,28.6,8.7,109,41,182,43,398,77,949,770,1.06,9,3.6,0.3,3,7,-4.62,0.000246
barren,12584,361,410,735,5,,,0.66,29.3,0.74,3.78,2.6,0.8,10.8,4.2,60,25,118,31,311,63,661,715,0.88,17,5.2,0.45,8,12,-3.83,0.000612
barren,12067,146,173,1188,4,,,0.01,45.3,0.12,2.28,3.7,0.9,20.2,6.9,86,37,188,48,496,108,1042,696,0.84,10,5.8,0.32,20,76,2.47,0.000269
barren,9517,361,541,1219,11,,,0.16,26.3,0.32,3.03,4.3,1.8,20.7,7.6,101,38,186,45,431,88,955,790,0.67,8,4.3,0.58,9,29,1.37,0.000476
barren,11979,143,148,1546,8,,,4.78,63.2,3.56,18.57,10.5,2.4,30.8,10.5,130,50,244,59,582,115,1325,758,0.97,8,4.5,0.41,3,4,-6.42,0.000265
barren,10848,270,414,800,10,,,2.78,34.9,2.06,11.33,4.5,0.9,12.1,4.9,63,26,126,29,294,59,671,780,0.65,14,4.7,0.38,3,3,-7.6,0.000475
barren,9311,242,323,1934,30,,,7.61,72.9,7.02,29.05,12.7,3.3,34,11.5,158,63,292,70,677,135,1573,904,0.75,5,4.3,0.49,3,3,-5.23,0.000253
barren,11015,62,88,1226,8,,,2.79,46.2,2.2,11,7.3,2.2,21.7,8.3,98,40,189,47,455,95,1025,758,0.7,9,4.6,0.53,4,6,-5.04,0.000432
barren,23881,609,347,3147,53,,,1.26,26.5,0.42,4.51,7.4,0.8,58.3,18.3,253,94,438,85,854,142,1983,980,1.76,8,3.4,0.11,6,23,4.36,0.000035
barren,29539,400,454,2960,21,,,3.99,93.2,1.05,7.82,12.7,3.7,55.7,18.3,233,85,431,90,1007,185,2227,861,0.88,10,4.3,0.42,12,45,4.65,0.000142
barren,24338,521,644,2872,9,,,4.64,114.4,1.67,11.64,13.4,5,59.6,18.1,225,82,411,89,994,182,2212,770,0.81,8,4.4,0.54,10,26,0.51,0.000188
barren,23992,590,720,4586,25,,,0.08,135,0.44,7.93,13.7,5.8,74.8,25.3,338,132,679,142,1577,291,3421,881,0.82,5,4.7,0.55,17,68,6.66,0.00012
barren,26486,386,466,2681,21,,,2.23,71,1.03,9.3,12.5,4.5,55.2,16.8,210,77,388,81,904,167,1999,861,0.83,10,4.3,0.53,8,24,2.26,0.000198
barren,26067,502,582,3037,9,,,5.8,90.2,1.92,12.86,14.4,4.5,60.2,18.9,237,88,436,95,1080,199,2343,770,0.86,9,4.6,0.46,7,18,-0.84,0.000151
