label,Hf ,Th ,U ,Y ,Ti ,Nb,Ta,La,Ce ,Pr,Nd ,Sm ,Eu ,Gd ,Tb ,Dy ,Ho ,Er ,Tm ,Yb ,Lu ,REE,T (?),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,?FMQ,(EuN/EuN*)/Y
Cu,12044,559,589,956,5,1.5,0.7,38.85,124.7,9.96,44.48,11.7,2.1,29.3,7.3,83,28,131,28,305,52,895,715,0.95,12.6,3.67,0.35,2.8,1.7,-11.21,0.000368
Cu,11172,477,558,849,4.5,2.3,1,4.18,49.8,1.17,5.95,4.9,1.2,19.7,5.8,72,25,119,25,280,48,663,706,0.85,13.16,3.89,0.36,8.4,16,-3.07,0.000422
Cu,11139,386,569,611,3.1,1.3,0.5,0,28.5,0.03,1.01,2.1,0.6,12,3.7,46,18,87,20,227,42,488,676,0.68,18.23,4.93,0.37,28.2,136.8,4.09,0.000605
Cu,12407,335,519,466,2.7,1.1,0.4,1.16,27,0.44,1.63,1.6,0.6,7.6,2.5,34,13,66,15,181,35,387,665,0.64,26.64,5.31,0.56,16.6,37.1,-1.16,0.001209
Cu,11915,748,753,943,3.2,0.8,0.4,0.01,33.9,0.25,3.45,5.8,2,25.6,6.9,77,27,129,27,315,57,710,677,0.99,12.63,4.08,0.5,9.8,38.3,-0.67,0.000529
Cu,11291,388,497,505,4.5,1.4,0.7,13.74,62,3.84,17.03,4.6,0.9,12.3,3.4,40,15,70,16,179,31,469,707,0.78,22.36,4.44,0.36,3.6,2.3,-10.34,0.00072
Cu,11916,327,478,710,4.3,1.8,0.9,4.12,40.9,1.35,6.35,4,0.8,14.1,4.3,57,20,100,22,254,44,574,701,0.68,16.79,4.47,0.32,6.4,9.3,-5.25,0.00045
Cu,11711,239,374,531,4,1.6,0.9,0.01,27.4,0.03,0.97,1.8,0.5,10.1,3.1,41,15,77,17,195,35,426,696,0.64,22.05,4.74,0.39,28.4,123.2,4.28,0.000726
Cu,11932,480,538,823,5.8,1.8,0.9,7.75,57.9,2.47,11.4,5.4,1,19.4,5.7,67,24,115,25,271,47,659,729,0.89,14.49,4.03,0.29,5.1,5.6,-6.39,0.000356
Cu,11491,408,528,551,1.7,1.3,0.5,25.66,83.1,5.95,24.54,6,1,13.1,3.4,41,15,79,17,208,39,562,630,0.77,20.86,5.05,0.35,3.4,1.9,-13.4,0.000629
Cu,11627,1422,1091,833,3.9,2,0.7,2.67,60.4,0.81,5.03,5,1.7,21.4,5.9,67,23,111,24,277,51,656,695,1.3,13.96,4.14,0.51,12,27.7,-1.35,0.000611
Cu,12540,431,555,659,3.9,1.7,1,100.52,304.6,33.48,148.79,28.5,3,29.1,5.7,58,19,91,20,225,39,1106,693,0.78,19.03,3.86,0.32,2,0.9,-14.2,0.000484
Cu,11083,309,499,544,2.5,1.2,0.5,0,25.3,0.01,0.87,2.3,0.5,9.9,3.1,38,15,80,18,210,39,442,657,0.62,20.36,5.55,0.35,29.2,179.1,4.51,0.00065
Cu,12600,899,1533,554,3.3,1.4,0.4,0.12,34.6,0.13,0.84,0.8,0.6,7.3,2.3,31,13,79,20,272,59,521,679,0.59,22.73,8.62,0.76,41.3,92,2.68,0.001378
Cu,13641,591,1314,318,2.1,1,0.4,0.05,23.6,0.01,0.49,0.8,0.4,4.6,1.4,19,8,45,12,160,36,311,644,0.45,42.94,8.5,0.62,48.4,173.6,3.97,0.001944
Cu,12157,645,1246,603,3.4,1.4,0.4,0.01,36.5,0.03,0.76,1.5,0.6,8.9,2.7,38,16,85,21,278,59,547,682,0.52,20.15,7.39,0.54,47.9,221.4,6.09,0.000891
Cu,13204,328,999,294,1,0.7,0.3,0.01,20.2,0.05,0.29,0.7,0.2,3.4,1.2,16,7,42,11,157,38,297,590,0.33,44.85,9.58,0.48,68.7,384,5.07,0.001634
Cu,11906,702,953,766,2.6,1.5,0.6,0.05,35.3,0.1,1.56,3.5,1.2,15.5,4.9,57,21,108,24,296,57,626,660,0.74,15.54,5.21,0.49,22.6,119.2,3.07,0.000646
Cu,12189,494,742,625,5,2,1,26.87,82.1,4.29,17.87,4.6,0.9,12,3.6,45,17,89,21,250,47,622,714,0.67,19.49,5.57,0.35,4.6,2.8,-9.43,0.00056
Cu,11851,1790,1842,974,3.2,1.9,0.6,1.64,72.5,0.45,3.88,6.3,1.7,23.8,6.6,74,26,132,30,358,70,806,677,0.97,12.17,4.87,0.43,18.7,70.6,1.64,0.000437
Cu,12785,991,1561,376,2.2,1,0.4,0.05,35.8,0.06,0.73,1.4,0.6,6,2.1,23,9,51,12,156,34,332,647,0.63,34.02,6.92,0.62,49.2,217,4.89,0.001642
Cu,8282,5470,2500,3370,7.2,6.4,1.3,0.14,336.4,1.06,20,30.6,9.8,112.2,27.8,286,95,434,88,928,159,2526,748,2.19,2.46,3.24,0.51,16.8,59.8,3.03,0.000151
Cu,12774,662,1336,391,,1,0.4,14.86,56.3,2.52,11,2.3,0.7,6.9,2.1,25,10,54,13,173,37,409,,0.5,32.69,6.79,0.55,5.1,2.5,,0.001412
Cu,13343,9761,3188,1127,10,7.8,2.7,0.64,42.9,0.29,2.81,4,1.2,20.7,6.7,78,28,134,30,383,76,809,780,3.06,11.84,4.89,0.39,15.3,51,3.27,0.000344
Cu,13341,9472,2757,515,2.7,2,0.7,0,32.8,0.05,0.53,1.9,0.7,9.5,2.7,32,12,62,15,203,43,415,663,3.44,25.91,6.33,0.52,62,524.2,8.73,0.001013
Cu,13724,7374,1379,740,2.3,3.5,1,0,27.4,0.05,0.55,1.2,0.4,9,2.7,36,15,93,24,346,75,631,652,5.35,18.56,9.64,0.38,49.7,257.7,5.71,0.000512
Cu,14561,6902,1796,641,2.4,1.5,0.3,0.18,13.5,0.1,0.83,1.9,0.6,9.1,2.3,33,13,80,21,293,66,535,654,3.84,22.71,8.84,0.45,16.3,88.3,1.75,0.000705
Cu,12750,19567,5976,1632,3.9,3.9,1,0.12,39.2,0.11,2.39,5,1.6,26.6,7.9,99,39,206,49,635,127,1239,694,3.27,7.81,6.44,0.43,16.4,80.7,2.64,0.000263
Cu,12166,6873,7565,1530,,6.4,2,8.3,96.2,2.52,13.86,10,2.3,41.1,11.8,120,42,188,38,435,76,1085,,0.91,7.95,3.64,0.35,6.9,11.7,,0.000231
Cu,13067,5553,1320,434,4.8,2.2,0.5,0,21.2,0.03,0.36,1.1,0.4,6.2,1.9,23,10,54,13,189,40,360,712,4.21,30.08,8.15,0.45,58.6,403.7,9.22,0.001028
Cu,12620,6212,3209,323,4.5,1.1,0.5,0.03,32.1,0.09,1.2,2.1,0.6,6.9,1.7,20,7,37,9,120,25,263,706,1.94,39.03,6.08,0.48,26.6,110.3,4.18,0.001486
Cu,11915,9558,4974,710,3.1,3.1,0.9,0.23,53.5,0.14,1.85,3.7,1.3,16.4,4.3,48,17,86,19,241,47,540,674,1.92,16.79,4.99,0.51,28.9,134.4,3.95,0.000719
Cu,12193,5482,2514,430,,1.6,0.6,0.06,35.5,0.05,1.32,1.9,0.8,9.7,2.4,30,10,52,12,155,30,340,,2.18,28.34,5.22,0.56,27,92.9,,0.001299
Cu,14557,1500,6175,1007,1.8,4.1,1,0.01,61.8,0.17,3.03,5.7,1.4,20.7,5.3,59,23,124,32,426,92,855,630,0.24,14.45,7.18,0.4,20.4,89.1,1.01,0.000399
Cu,13394,1277,2390,816,3,2.8,0.9,0.16,38.1,0.18,2.06,4.2,1.3,17.9,5.1,60,22,110,25,303,60,648,673,0.53,16.41,5.09,0.45,18.5,87.3,2.31,0.000551
Cu,14802,873,2757,593,0.4,3.2,1.6,0.01,27,0.02,0.75,1.7,0.6,9.7,2.9,38,15,80,19,241,47,483,530,0.32,24.98,6.29,0.45,36.2,187,-0.02,0.000761
Cu,13265,2761,3040,1896,4.2,5,1.5,0.14,78.6,0.33,5.8,11.2,3.2,54.1,14.7,162,54,246,50,539,93,1311,700,0.91,7,3.32,0.4,13.5,60.7,1.77,0.000213
Cu,14147,719,2918,389,1.6,1.8,0.6,0.01,27.1,0.02,0.61,1.5,0.5,6.8,1.9,23,9,50,12,170,36,340,624,0.25,36.37,7.25,0.49,44.8,258.4,4.8,0.001251
Cu,12821,1393,2762,695,3,2.4,0.7,0.05,61.5,0.26,4.87,7.6,2.2,26,6.2,60,19,86,19,220,42,554,673,0.5,18.45,3.64,0.47,12.6,45.9,-0.1,0.000675
Cu,11014,3712,5464,2562,6.5,8.7,3.4,0.05,69.6,0.16,4.24,10.2,3.6,56.6,16.9,203,73,343,75,808,142,1805,738,0.68,4.3,3.98,0.46,16.4,91.8,4.38,0.000178
Cu,12833,3529,4813,838,3.9,5.9,1.3,0.27,55.1,0.3,3.48,5.5,1.2,18.8,5.2,58,21,105,24,293,58,650,695,0.73,15.32,5.01,0.37,15.8,58.6,1.47,0.000445
Cu,11832,3446,1651,600,3.3,3.5,1,0.15,84.4,0.31,4.31,6.8,1.6,23.2,5.8,58,17,74,15,164,27,482,681,2.09,19.74,2.84,0.38,19.6,71.8,1.81,0.000642
Cu,14073,1158,2496,563,2.9,4.2,0.9,0.06,29.6,0.13,2.32,4.3,1.1,16.6,4.5,43,14,68,16,193,38,430,669,0.46,25.02,4.52,0.4,12.8,54.7,0.44,0.000705
Cu,14410,871,2610,698,3.3,3.5,1.1,0.02,30.8,0.05,0.95,2.3,0.9,11.7,3.4,43,17,94,23,289,57,573,681,0.33,20.63,6.7,0.52,32.6,182.1,5.3,0.000747
Cu,12524,1046,1351,2745,2.5,18.4,6.7,0.01,78.3,0.07,1.64,5.6,0.7,38.8,14.9,210,82,410,88,969,166,2066,658,0.77,4.56,4.61,0.15,47.6,374.5,7.3,0.000053
Cu,11994,869,1050,2475,4.6,11.2,3.8,1.84,58.4,0.63,4.71,4.6,0.8,33.8,13.1,186,72,373,80,911,155,1895,707,0.83,4.85,4.9,0.19,12.4,28.6,-0.87,0.000077
Cu,10737,181,211,1063,7.8,2.4,1,18.78,60.6,3.12,12.71,4.3,0.9,18,6,83,31,156,35,403,70,903,756,0.86,10.1,4.84,0.32,4.8,3.8,-7.13,0.000297
Cu,12078,821,1353,2059,2.3,13.7,5.4,0.16,35,0.1,1.46,4.2,0.5,27.4,10.9,149,60,305,67,758,132,1552,652,0.61,5.86,5.08,0.15,24,159,3.89,0.000075
Cu,11553,665,707,1958,5.5,7.7,2.8,0.07,53.7,0.1,1.73,5.7,0.8,30.6,10.8,152,57,289,61,678,116,1456,724,0.94,5.9,4.46,0.18,31,237.7,7.56,0.000092
Cu,11614,732,835,1816,2.9,9.8,3.8,1.16,52.7,0.58,3.53,4.4,0.5,27.3,10.1,140,54,272,58,642,108,1374,669,0.88,6.4,4.59,0.14,14.9,43.5,-0.44,0.000075
Cu,12378,1401,1735,3433,3.4,22.9,7.7,0,92,0.08,2.07,6.9,1,49.4,19,260,102,506,107,1180,202,2527,682,0.81,3.61,4.54,0.16,44.5,342.8,7.72,0.000048
Cu,11775,2012,3045,4258,7.1,28.1,9.6,0.02,55,0.07,1.74,5.8,0.4,49.2,20.7,298,121,618,133,1464,254,3021,747,0.66,2.77,4.91,0.08,31.6,247.3,8.34,0.000018
Cu,12275,1967,3142,3771,3.5,35.3,13.2,0.22,69.9,0.1,2.05,7,0.6,49.3,19.9,282,109,562,120,1328,229,2778,685,0.63,3.26,4.71,0.1,34.1,271.4,6.95,0.000025
Cu,12212,1468,1731,2833,2.7,22.8,6.8,0.14,71,0.11,1.66,4.7,0.6,38.7,15.3,212,84,429,91,1004,173,2126,663,0.85,4.31,4.74,0.15,42.7,283.6,6.41,0.000052
Cu,11402,811,863,2065,3.9,14.7,4.6,0.06,60.9,0.06,1.61,3.9,0.7,27.5,10.4,150,60,309,67,744,133,1568,694,0.94,5.52,4.98,0.2,37.8,213.9,6.32,0.000098
Cu,10164,269,272,1420,9.4,2.7,1.1,1.35,33.2,0.4,2.82,4.8,1,23.5,8.2,107,42,210,46,512,91,1084,774,0.99,7.16,4.77,0.29,11.8,47,2.8,0.000201
Cu,11991,1622,1343,2219,3.8,14.2,4.9,0,70.8,0.05,1.09,4.5,0.6,34.6,12.2,169,66,322,69,743,128,1620,691,1.21,5.4,4.39,0.15,65,622.2,10.23,0.000067
Cu,10410,466,435,1442,5.9,5.9,1.9,1.41,49.5,0.66,4.5,4.2,0.9,22.6,8.3,108,41,210,46,523,93,1114,731,1.07,7.22,4.82,0.27,11,23.9,-0.88,0.00019
Cu,11746,725,750,1843,3.3,9.5,3.5,0,59.6,0.06,1.53,3.3,0.7,28.7,10.6,139,54,273,57,625,109,1362,680,0.97,6.37,4.48,0.22,39,197.3,5.6,0.000118
Cu,11897,2603,1913,3010,3,22.9,7.5,0.01,90.3,0.1,1.7,6.7,0.8,47.4,17.7,234,89,436,91,969,165,2149,671,1.36,3.95,4.15,0.14,53,484.9,8.69,0.000045
Cu,10375,269,318,1264,4.4,5,2,0.02,39.4,0.06,1.22,2.6,0.6,18.3,6.7,90,37,193,43,485,89,1005,703,0.85,8.21,5.38,0.27,32.4,163.3,5.56,0.00021
Cu,11957,1178,1050,2222,3.3,13.1,4.6,0,74.3,0.06,1.63,4.7,0.8,31.8,12,168,65,327,70,756,131,1642,680,1.12,5.38,4.49,0.21,45.5,302.5,7.19,0.000094
Cu,12682,1635,2419,2753,2.9,20.7,7.9,0.06,40.1,0.07,1.32,4.6,0.5,33.3,13.6,193,78,407,90,999,181,2042,670,0.68,4.61,5.17,0.12,30.3,246.5,6.12,0.000042
Cu,11579,987,943,3420,3,14.4,3.9,0.05,80,0.19,3.18,8.9,1.3,53.8,18.6,255,98,491,104,1132,194,2440,673,1.05,3.39,4.43,0.18,25.1,164.2,4.68,0.000052
Cu,12210,1428,2296,3357,4,14,5.2,1.16,30,0.58,4.87,7.2,0.6,47.5,17.6,243,95,485,104,1158,202,2396,696,0.62,3.64,4.78,0.09,6.2,21.3,-2.29,0.000027
Cu,11120,621,519,2522,3.4,3.9,1.5,0.17,52,0.18,3.64,8,1.7,45.9,15.6,199,75,362,75,800,138,1776,683,1.2,4.41,4.02,0.28,14.3,73.1,1.94,0.000109
Mo,8046,223,361,1957,13,43.89,3.94,0.57,27.44,0.66,5.83,10.82,2.9,47.4,16.8,196,70,306,70,730,116,1601,800,0.62,4.11,3.72,0.39,4.7,20.3,0.29,0.000199
Mo,8765,919,1054,3254,,235.3,21.07,2.27,53.96,2.58,19.91,28.36,3.5,93.9,32.9,356.7,121,516,118,1187,186,2722,,0.87,2.69,3.33,0.21,2.7,9,,0.000064
Mo,7516,305,312,2412,6.9,8.28,1.129,0.25,58.14,0.47,6.12,12.23,3.4,54.1,19.4,226.7,84,371,83,861,133,1914,738,0.98,3.12,3.8,0.4,9.5,44.2,1.64,0.000165
Mo,9132,100,235,1082,4.3,3.9,0.901,1.51,22.95,0.54,3.6,3.52,0.9,18.9,7.4,91.6,37,172,42,446,75,922,695,0.43,8.44,4.86,0.34,6.4,14.5,-3.75,0.000317
Mo,13370,3458,9396,8120,,468.4,45.7,8.55,89.02,6.03,39.93,44.33,2.9,164.9,67.1,813.1,294,1281,287,2828,423,6348,,0.37,1.65,3.48,0.11,2.2,5.8,,0.000013
Mo,8044,317,712,2331,,42.85,3.33,2.03,40.55,2.06,14.66,19.35,2.6,65.9,23,247.9,84,356,81,841,129,1910,,0.45,3.45,3.39,0.22,2.8,8.5,,0.000095
Mo,8766,212,299,1422,8.8,75.38,5.94,0.6,33.7,0.9,7.6,11.52,2.4,36.9,13.2,145.1,51,228,54,580,97,1261,760,0.71,6.17,3.99,0.36,4.4,15.7,-1.68,0.000253
Mo,8789,242,401,1759,,108.8,7.57,0.72,45.07,1.22,10.7,15.31,2.9,47.5,16.6,182.3,63,276,65,686,112,1524,,0.6,5,3.76,0.32,4.2,14,,0.000184
Mo,9454,335,518,2189,9,44.95,2.67,0.6,38.69,0.94,8.13,13.38,2.7,50,18.6,215.2,78,345,80,824,129,1805,763,0.65,4.32,3.83,0.31,4.8,18.2,-1.04,0.000144
Mo,7926,268,257,2527,9,3.21,0.619,0.13,49.63,0.73,9.98,17.22,7.4,69.7,22.6,250.3,89,382,88,923,149,2059,763,1.05,3.14,3.69,0.65,5,20,-0.68,0.000257
Mo,9185,615,747,3069,,94.2,5.37,1.08,100.88,1.5,10.7,17.31,3.9,68.3,25.6,301.9,110,477,107,1075,171,2471,,0.82,2.99,3.56,0.35,9.4,35.5,,0.000114
Mo,12007,1290,3613,5652,,206.15,19.53,11.74,83.07,7.98,44.64,39.63,3.4,125.1,47.2,554.7,203,876,198,1979,311,4484,,0.36,2.12,3.57,0.15,1.9,3.8,,0.000026
Mo,10185,604,1470,4210,5.8,44.03,4.35,1.61,47.85,1.58,11.22,22.99,3,96.6,35.3,421.5,146,618,139,1368,211,3123,721,0.41,2.42,3.24,0.19,4.3,20.4,-1.74,0.000045
Mo,6682,632,710,4122,13.1,35.6,2.96,0.15,62.93,0.72,10.38,19.45,5.1,88.4,31.5,378.5,142,627,145,1479,234,3224,801,0.89,1.62,3.91,0.38,6.1,26.5,1.31,0.000092
Mo,6846,110,219,1226,17.2,18.22,1.007,0.68,16.11,0.36,3.5,5.81,1.4,25.1,9.5,113.2,43,188,45,462,77,990,830,0.5,5.58,4.08,0.34,4.6,17.8,0.49,0.000279
Mo,7721,173,305,1368,6.4,23.98,1.59,0.32,18.82,0.45,4.69,7.81,1.9,31.5,11.5,134.9,48,211,48,488,80,1087,731,0.57,5.64,3.62,0.37,4,15.6,-2.49,0.000268
Mo,8753,519,602,2876,13.5,49.98,3.94,0.44,64.54,0.92,9.08,17.08,3.4,69.2,24.5,281.9,103,444,100,1006,162,2287,804,0.86,3.04,3.57,0.3,7.1,31.1,1.99,0.000105
Mo,8982,73,252,941,5,17.89,7.28,0.33,14.29,0.2,2.24,4.61,0.8,20.1,7.2,88.2,34,150,35,384,63,804,710,0.29,9.55,4.35,0.25,6.4,30.6,-0.54,0.000261
Mo,6660,18,43,522,12.7,0.583,0.205,0.51,5.68,0.19,1.84,2,0.7,10.7,4,47.8,18,82,19,200,34,426,797,0.42,12.76,4.18,0.47,3.1,7.8,-3.36,0.000909
Mo,8620,496,640,3929,6.8,40.26,2.67,0.64,77.24,1.38,18.51,28.94,10.4,111.4,37.2,408,142,608,137,1385,221,3187,736,0.77,2.19,3.4,0.56,4.2,15.2,-2.43,0.000143
Mo,10246,850,1241,3573,,322.57,30.06,4.75,61.08,4.23,28.9,39.88,3.6,115.6,40,412.8,135,553,123,1210,195,2927,,0.68,2.87,2.93,0.16,2.1,6.8,,0.000045
Mo,8624,301,807,1780,18.5,11.71,2.92,1.15,37.83,2.24,14.07,11.54,1.7,33.6,12.4,146.4,58,285,72,805,141,1622,838,0.37,4.84,5.5,0.27,2.7,5.1,-3.99,0.000149
Mo,9983,308,808,1123,3.7,5.46,2.38,0.87,23.23,0.69,5.04,3.11,0.7,15.2,6.1,82.5,36,178,46,531,94,1022,682,0.38,8.89,6.44,0.33,4.6,6.6,-7.09,0.000291
Mo,8004,135,279,980,4.5,2.36,0.78,0.91,20.42,0.55,3.88,3.09,0.6,13.3,6,76.4,32,154,39,436,76,862,701,0.48,8.17,5.71,0.31,5.3,9.8,-5.09,0.000313
Mo,10557,602,1432,2528,8.6,7.7,2.58,4.22,48.07,3.91,25.27,16.72,2.2,43.9,15.5,193.3,79,391,96,1041,193,2153,759,0.42,4.18,5.38,0.24,1.9,2.9,-8.01,0.000096
Mo,8068,138,336,953,6.9,3.88,0.828,0.36,16.53,0.69,5.12,4.4,1.3,16.1,6,75.7,30,148,38,419,76,837,738,0.41,8.46,5.54,0.47,3.2,6.5,-5.6,0.000495
Mo,8642,187,747,840,11.1,4.68,2.45,0.14,8.79,0.15,0.7,1.27,0.2,7.9,3.8,54.5,26,140,37,454,82,817,784,0.25,10.29,8.33,0.22,12.6,53.1,3.51,0.000259
Mo,8059,73,194,855,4.5,2.51,0.642,0.16,11.28,0.36,3.07,3.61,0.8,16.3,6.1,72.9,29,135,33,350,59,720,700,0.37,9.42,4.79,0.31,3.7,10.1,-5.01,0.000357
Mo,9036,92,313,888,14.2,5.83,0.718,0.32,15.26,0.6,3.64,5.39,1,18.4,6.8,82,31,140,33,354,58,749,809,0.29,10.18,4.32,0.3,4.2,14.5,-0.77,0.00034
Mo,8815,186,465,1005,7.5,3.27,1.109,0.27,17.24,0.32,3.35,3.25,0.7,14.4,5.8,75,32,157,40,475,83,908,746,0.4,8.78,6.34,0.33,5.1,11.6,-3.17,0.000333
Mo,9977,406,1085,1828,5.7,12.02,3.71,1.34,37.05,1.49,8.21,7.44,1.1,23.7,10.3,138.8,59,297,78,867,151,1680,720,0.37,5.46,6.24,0.26,4.5,9.5,-4.62,0.00014
Mo,8335,237,412,1788,3.5,2.86,1.036,0.61,29.96,0.25,3.55,6.57,1.5,31.3,12.1,149.9,61,281,67,720,118,1482,678,0.58,4.66,4.8,0.32,8.4,36.4,-0.83,0.000176
Mo,9165,179,402,934,4.4,2.73,1.233,1.46,21.49,0.5,3.13,2.67,0.6,13.1,5.1,70.9,30,149,38,435,76,848,698,0.44,9.81,6.14,0.31,6.9,13.6,-3.92,0.00033
Mo,13439,950,3356,2332,3.8,29.41,13.08,61.28,307.46,30.85,131.13,20.82,5.1,39.7,12.8,167.2,71,368,99,1186,220,2719,,0.28,5.76,7.09,0.54,2.3,0.9,,0.000231
Mo,8834,222,456,1353,4.5,2.55,1.043,0.48,21.15,0.64,4.81,5.59,1.2,23.5,8.5,109.7,43,211,52,594,103,1179,699,0.49,6.53,5.42,0.31,4.4,11.9,-4.39,0.000231
Mo,8501,239,456,1516,6.2,5.82,0.879,1.61,34.96,2.47,16.31,13.59,2.8,35.5,12.2,138.3,50,233,56,614,103,1314,728,0.52,5.61,4.44,0.39,2.1,4.2,-7.52,0.000256
Mo,8191,251,393,1586,6.7,7.11,0.848,1.38,39.3,2.09,14.3,13.34,3.1,38.3,12.5,144,52,236,57,617,101,1332,735,0.64,5.17,4.28,0.42,2.7,6,-5.96,0.000264
Mo,8761,203,382,1253,4.6,2.35,0.94,0.26,19.96,0.32,3.08,4.36,1.1,20.2,7.7,99.9,40,199,49,551,97,1094,702,0.53,6.99,5.51,0.37,6.5,21.4,-2.1,0.000293
Mo,10353,266,752,1088,3.2,6.14,2.35,1.09,26.09,1.29,8.36,6.21,1.3,17.2,6.5,84.3,35,172,44,501,87,991,,0.35,9.52,5.94,0.39,3.1,5.4,,0.000362
Mo,7856,456,653,2570,7,3.32,1.031,0.15,36.35,0.68,8.46,12.19,3.5,49.6,17.7,218.9,84,396,98,1050,180,2156,739,0.7,3.06,4.8,0.44,4.3,14.4,-2.55,0.000171
Mo,9289,196,413,1470,3.5,2.48,0.842,9.2,44.78,3.7,19.54,10.12,1.4,31.2,10.9,131.8,50,230,55,585,97,1280,,0.47,6.32,4.44,0.23,2.3,2.8,,0.000158
Mo,8457,146,316,1034,5.3,3.65,1.187,1.77,28,0.65,3.43,3.54,0.8,16.3,6.2,84.2,34,163,40,451,77,911,715,0.46,8.18,5.36,0.33,8.2,19.6,-2.07,0.000319
Mo,15112,260,1247,1347,36.2,21.24,7.97,5.09,62.04,7.98,49.49,32.34,6.2,56,16,149.2,46,198,49,581,111,1369,,0.21,11.22,3.9,0.44,1.3,1.9,,0.000328
Mo,9448,327,756,1845,10.6,13.17,2.4,6.62,71.17,5.52,32.7,21.31,4.1,48.2,15.4,175,63,287,69,739,122,1661,780,0.43,5.12,4.23,0.39,2.2,3.3,-7.03,0.000213
Mo,7887,378,480,2552,5.2,5.85,1.345,0.15,55.71,0.2,3.92,8.26,2.2,49.7,19.2,233.3,89,400,90,927,147,2026,712,0.79,3.09,3.97,0.32,14.2,69.7,2.64,0.000127
Mo,9833,662,1323,2716,,78.52,2.58,18.15,133.82,18.46,127.28,60.71,7.2,90.8,22.4,238.5,90,400,99,1071,178,2557,,0.5,3.62,4.49,0.3,1.1,1.2,,0.000109
Mo,8631,441,880,1939,10,10.34,2.41,0.21,28.84,0.16,2.85,5.41,0.7,30.3,12.3,160,65,305,72,770,125,1578,774,0.5,4.45,4.81,0.17,10.1,44.7,2.61,0.000086
Mo,8906,81,192,673,3.8,1.69,0.733,0.32,13.45,0.11,1.29,1.91,0.3,9.5,3.8,52.5,22,109,28,309,53,604,,0.42,13.23,5.89,0.24,10.4,36,,0.000354
Mo,9878,613,1497,1762,3.7,10.44,3.9,12.6,72.42,6.38,37.4,13.24,1.5,32,10.6,138.2,57,280,72,809,139,1681,,0.41,5.61,5.85,0.22,1.9,1.6,,0.000126
Mo,8243,139,302,1008,8.2,1.45,0.703,0.33,14.92,0.15,1.9,3.04,0.8,15.8,6.1,80.8,33,158,40,454,79,888,754,0.46,8.18,5.62,0.36,7.9,29.3,0.5,0.000357
Mo,6213,53,99,974,4.9,0.9,0.283,0.14,7.59,0.17,3.3,5.83,1.8,23.6,8.3,98.5,35,152,34,356,55,782,707,0.54,6.38,3.62,0.48,2.3,9.5,-5.04,0.00049
Mo,6902,182,273,1479,9.8,1.7,0.486,0.6,22.13,0.42,4.76,7.82,2.2,30.8,11.1,131.3,50,225,54,573,96,1210,772,0.66,4.67,4.37,0.44,4.6,17.8,-0.9,0.000294
Mo,6867,284,370,2228,9.2,2.23,0.636,0.21,28.13,0.6,9.59,13.7,4.9,59.2,19.3,215.6,77,335,76,810,132,1781,766,0.77,3.08,3.76,0.52,2.9,9.8,-3.32,0.000234
Mo,9365,859,1872,3033,11.1,10.5,2.94,5.65,57.95,3.23,20.8,14.96,2.7,54.4,19.5,245.4,99,472,120,1290,215,2620,784,0.46,3.09,5.26,0.28,2.8,4.7,-5.62,0.000094
Mo,6897,395,491,2495,10.1,17.07,0.817,0.29,30.54,0.91,10.47,16.01,5,62.4,20,225.2,83,372,90,967,164,2046,775,0.8,2.76,4.29,0.49,2.9,10.4,-2.85,0.000195
Mo,9430,570,1493,1657,,46.94,5.61,5.58,56.45,6.83,48.84,22.9,1,39.9,11.4,133.6,53,257,65,723,126,1550,,0.38,5.69,5.41,0.1,1.2,1.3,,0.000059
Mo,9532,203,439,1283,5.4,2.69,1.066,0.39,17.43,0.5,4.95,5.84,1.9,23.6,8.5,108.5,41,198,48,538,97,1094,716,0.46,7.43,4.96,0.48,3.5,9.7,-4.69,0.000376
Mo,7558,465,622,2317,9.8,9.23,0.818,2.32,53.35,3.84,29.79,21.06,3,57.3,17.7,195.1,75,344,83,895,154,1936,772,0.75,3.26,4.59,0.26,1.8,2.9,-7.66,0.000114
Mo,9510,223,963,1362,,112.43,6.1,4.52,43.33,4.65,30.9,19.73,1.4,36.6,11,122.8,47,222,55,624,107,1329,,0.23,6.98,5.08,0.16,1.4,2.1,,0.000115
Mo,8551,146,365,861,7.5,3.87,1.285,0.22,17.56,0.1,0.65,1.56,0.3,9.3,4.5,65.1,27,139,36,414,70,785,746,0.4,9.93,6.36,0.27,27,151,6.46,0.000314
Mo,9207,119,274,1023,3.6,3.18,1.184,3.7,26.09,1.17,6.96,3.72,0.7,16.4,6.2,81.2,33,165,40,438,77,901,681,0.43,9,5.4,0.29,3.7,4.7,-8.44,0.000279
Mo,7694,360,503,3257,5.4,4.48,1.245,0.23,42.86,0.89,10.39,18.23,3.5,72.1,25.4,301.2,113,505,115,1163,192,2563,716,0.71,2.36,3.86,0.29,4.1,16.9,-2.6,0.00009
Mo,9739,223,517,1176,8.5,3.63,1,4.9,35.18,3.58,24.36,14,1.8,26.6,7.7,91.7,37,186,48,545,96,1123,758,0.43,8.28,5.94,0.28,1.4,1.9,-9.61,0.000241
