label,Hf,Th,U,Y,Ti,Nb,Ta,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,T (¡æ),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,¡÷FMQ,(EuN/EuN*)/Y
C,14232 ,5503 ,8040 ,,7.2 ,,,0.59 ,147.0 ,0.42 ,3.6 ,9.1 ,1.0 ,50 ,18 ,235 ,100 ,443 ,126 ,1282 ,255 ,2671 ,748 ,0.68 ,,5.46 ,0.15 ,40.95 ,242.5 ,8.29 ,
C,12281 ,1953 ,3159 ,,2.3 ,,,0.28 ,85.6 ,0.21 ,1.9 ,3.6 ,0.8 ,21 ,8 ,112 ,50 ,242 ,73 ,798 ,171 ,1568 ,652 ,0.62 ,,7.13 ,0.27 ,45.29 ,201.5 ,4.79 ,
C,11080 ,3491 ,3123 ,,2.5 ,,,0.04 ,106.0 ,0.08 ,1.7 ,3.9 ,1.0 ,23 ,8 ,113 ,51 ,244 ,74 ,794 ,170 ,1590 ,658 ,1.12 ,,7.03 ,0.32 ,63.86 ,351.2 ,7.07 ,
C,10555 ,1363 ,1043 ,,6.8 ,,,2.18 ,46.4 ,1.12 ,6.2 ,6.1 ,1.2 ,19 ,7 ,80 ,30 ,136 ,40 ,421 ,87 ,882 ,743 ,1.31 ,,5.29 ,0.33 ,7.48 ,17.2 ,-1.77 ,
C,10057 ,554 ,864 ,,1.9 ,,,4.18 ,49.1 ,1.19 ,4.9 ,2.0 ,0.7 ,9 ,3 ,45 ,20 ,93 ,28 ,301 ,67 ,628 ,637 ,0.64 ,,6.67 ,0.50 ,10.10 ,9.8 ,-7.05 ,
C,11359 ,1706 ,2414 ,,2.9 ,,,0.01 ,63.0 ,0.05 ,0.9 ,2.1 ,0.5 ,14 ,6 ,82 ,40 ,204 ,64 ,712 ,160 ,1347 ,668 ,0.71 ,,8.73 ,0.31 ,69.23 ,366.8 ,7.55 ,
C,10389 ,890 ,1392 ,,2.7 ,,,0.00 ,47.5 ,0.08 ,1.4 ,2.9 ,0.9 ,16 ,6 ,82 ,38 ,183 ,55 ,589 ,129 ,1150 ,664 ,0.64 ,,7.23 ,0.41 ,35.19 ,174.2 ,4.63 ,
C,12015 ,1019 ,2016 ,,2.5 ,,,0.25 ,62.5 ,0.09 ,1.2 ,2.1 ,0.4 ,20 ,8 ,114 ,56 ,295 ,85 ,846 ,198 ,1688 ,657 ,0.51 ,,7.42 ,0.19 ,52.08 ,209.3 ,5.09 ,
C,8071 ,419 ,337 ,,7.7 ,,,0.87 ,69.0 ,0.51 ,5.4 ,8.9 ,2.8 ,42 ,12 ,122 ,43 ,153 ,37 ,317 ,58 ,872 ,755 ,1.24 ,,2.60 ,0.45 ,12.68 ,48.4 ,2.42 ,
C,11596 ,2055 ,2036 ,,3.2 ,,,0.03 ,70.3 ,0.05 ,0.9 ,2.0 ,0.7 ,15 ,6 ,76 ,36 ,175 ,53 ,568 ,123 ,1126 ,678 ,1.01 ,,7.48 ,0.36 ,82.71 ,460.0 ,8.71 ,
C,8728 ,977 ,557 ,,7.3 ,,,0.09 ,138.0 ,0.95 ,14.9 ,22.4 ,7.8 ,90 ,25 ,264 ,93 ,336 ,80 ,701 ,128 ,1902 ,749 ,1.75 ,,2.66 ,0.53 ,9.26 ,32.4 ,0.76 ,
C,9482 ,501 ,655 ,,3.9 ,,,0.46 ,37.3 ,0.29 ,2.0 ,3.0 ,1.0 ,15 ,5 ,59 ,25 ,111 ,33 ,345 ,76 ,712 ,693 ,0.76 ,,5.83 ,0.45 ,18.47 ,62.8 ,1.68 ,
C,11186 ,1272 ,2099 ,,2.0 ,,,0.01 ,49.1 ,0.04 ,0.9 ,1.9 ,0.4 ,13 ,5 ,76 ,39 ,199 ,65 ,717 ,163 ,1330 ,638 ,0.61 ,,9.42 ,0.26 ,53.37 ,255.4 ,5.22 ,
C,12081 ,1735 ,2724 ,,2.2 ,,,0.01 ,67.9 ,0.05 ,0.7 ,2.4 ,0.5 ,17 ,6 ,85 ,41 ,201 ,62 ,672 ,149 ,1305 ,649 ,0.64 ,,7.87 ,0.23 ,94.31 ,726.1 ,9.51 ,
C,8110 ,643 ,435 ,,7.6 ,,,0.06 ,84.4 ,0.21 ,3.4 ,7.0 ,2.2 ,33 ,10 ,109 ,40 ,145 ,35 ,298 ,56 ,823 ,753 ,1.48 ,,2.73 ,0.45 ,24.82 ,118.4 ,5.73 ,
B,8026 ,243 ,238 ,,10.7 ,,,0.14 ,28.7 ,0.99 ,13.5 ,20.3 ,5.1 ,75 ,20 ,205 ,57 ,207 ,37 ,287 ,48 ,1003 ,788 ,1.02 ,,1.40 ,0.40 ,2.13 ,7.4 ,-3.77 ,
B,8198 ,103 ,152 ,,4.8 ,,,1.82 ,8.7 ,0.24 ,4.4 ,7.6 ,0.7 ,33 ,10 ,108 ,35 ,147 ,29 ,242 ,45 ,671 ,711 ,0.68 ,,2.24 ,0.13 ,1.99 ,8.1 ,-5.49 ,
B,7350 ,78 ,97 ,,10.0 ,,,0.05 ,7.4 ,0.45 ,5.8 ,7.9 ,1.6 ,30 ,9 ,97 ,30 ,128 ,25 ,215 ,40 ,598 ,780 ,0.81 ,,2.21 ,0.31 ,1.28 ,4.1 ,-6.22 ,
B,10968 ,680 ,1133 ,,4.8 ,,,0.24 ,50.2 ,0.17 ,1.9 ,3.7 ,1.3 ,19 ,6 ,79 ,30 ,152 ,35 ,361 ,79 ,818 ,712 ,0.60 ,,4.58 ,0.47 ,26.15 ,115.8 ,4.53 ,
B,12661 ,436 ,1779 ,,1.3 ,,,0.61 ,21.1 ,0.30 ,2.2 ,2.9 ,0.6 ,14 ,5 ,63 ,26 ,147 ,39 ,435 ,106 ,862 ,609 ,0.25 ,,6.95 ,0.31 ,9.50 ,28.7 ,-3.98 ,
B,8513 ,479 ,508 ,,3.7 ,,,0.96 ,35.9 ,1.30 ,18.7 ,28.0 ,1.3 ,110 ,30 ,326 ,98 ,398 ,74 ,612 ,108 ,1843 ,688 ,0.94 ,,1.88 ,0.07 ,1.92 ,6.7 ,-6.88 ,
B,8064 ,73 ,97 ,,7.3 ,,,25.00 ,74.6 ,6.57 ,27.6 ,8.4 ,1.6 ,22 ,7 ,84 ,30 ,140 ,30 ,278 ,55 ,789 ,750 ,0.75 ,,3.29 ,0.36 ,2.70 ,1.9 ,-9.84 ,
B,8661 ,271 ,203 ,,7.3 ,,,0.03 ,43.0 ,0.53 ,7.8 ,12.7 ,3.3 ,47 ,14 ,154 ,50 ,218 ,43 ,381 ,70 ,1044 ,749 ,1.33 ,,2.47 ,0.42 ,5.51 ,20.9 ,-0.90 ,
B,11088 ,407 ,594 ,,5.9 ,,,0.18 ,42.1 ,0.23 ,2.1 ,2.7 ,0.9 ,11 ,4 ,60 ,26 ,151 ,39 ,429 ,99 ,867 ,730 ,0.69 ,,7.11 ,0.51 ,20.34 ,61.1 ,2.63 ,
B,10374 ,225 ,494 ,,10.6 ,,,3.09 ,25.6 ,1.24 ,6.4 ,4.8 ,0.9 ,19 ,7 ,83 ,29 ,132 ,28 ,251 ,48 ,639 ,786 ,0.46 ,,3.04 ,0.29 ,3.99 ,7.0 ,-4.05 ,
B,7800 ,534 ,467 ,,8.7 ,,,0.78 ,39.9 ,1.64 ,24.7 ,37.2 ,2.5 ,128 ,35 ,366 ,109 ,437 ,82 ,668 ,118 ,2050 ,767 ,1.14 ,,1.83 ,0.11 ,1.62 ,5.7 ,-5.32 ,
B,9200 ,437 ,434 ,,5.1 ,,,0.76 ,57.5 ,1.36 ,5.0 ,9.2 ,1.1 ,38 ,12 ,140 ,47 ,204 ,41 ,357 ,66 ,980 ,717 ,1.01 ,,2.55 ,0.18 ,11.45 ,48.7 ,1.42 ,
B,11234 ,104 ,318 ,,2.3 ,,,0.03 ,11.0 ,0.02 ,0.5 ,0.8 ,0.3 ,6 ,2 ,32 ,13 ,68 ,16 ,165 ,35 ,350 ,501 ,0.33 ,,5.14 ,0.35 ,21.15 ,79.6 ,-4.52 ,
B,10799 ,472 ,951 ,,2.3 ,,,3.27 ,31.7 ,1.04 ,4.9 ,3.8 ,0.4 ,19 ,7 ,91 ,32 ,153 ,32 ,292 ,58 ,730 ,650 ,0.50 ,,3.20 ,0.13 ,6.43 ,11.7 ,-5.98 ,
B,8011 ,318 ,342 ,,3.5 ,,,0.11 ,21.7 ,0.94 ,13.1 ,22.7 ,1.3 ,84 ,24 ,248 ,76 ,311 ,59 ,466 ,87 ,1413 ,684 ,0.93 ,,1.88 ,0.09 ,1.66 ,6.7 ,-7.01 ,
C,10001 ,45 ,114 ,,11.5 ,,,0.13 ,12.1 ,0.05 ,0.7 ,1.5 ,0.5 ,9 ,3 ,40 ,14 ,71 ,15 ,172 ,30 ,369 ,795 ,0.40 ,,4.27 ,0.44 ,17.04 ,84.4 ,5.52 ,
C,11805 ,241 ,274 ,,11.8 ,,,0.01 ,29.9 ,0.15 ,2.5 ,4.7 ,0.3 ,23 ,7 ,108 ,37 ,191 ,41 ,451 ,78 ,974 ,797 ,0.88 ,,4.18 ,0.09 ,11.91 ,51.4 ,3.70 ,
C,7343 ,259 ,248 ,,8.4 ,,,0.04 ,55.3 ,0.36 ,5.4 ,8.3 ,3.4 ,41 ,12 ,138 ,44 ,183 ,36 ,355 ,58 ,939 ,763 ,1.04 ,,2.57 ,0.56 ,10.34 ,37.3 ,1.65 ,
C,9186 ,562 ,396 ,,8.3 ,,,0.03 ,108.0 ,0.34 ,5.9 ,10.0 ,3.3 ,47 ,14 ,197 ,63 ,298 ,60 ,608 ,98 ,1512 ,762 ,1.42 ,,3.09 ,0.46 ,18.18 ,70.9 ,4.04 ,
C,11579 ,300 ,420 ,,2.8 ,,,0.04 ,30.0 ,0.06 ,0.9 ,1.8 ,0.7 ,11 ,4 ,53 ,19 ,107 ,25 ,300 ,57 ,608 ,666 ,0.71 ,,5.66 ,0.48 ,32.97 ,155.3 ,4.26 ,
C,7952 ,1578 ,612 ,,11.3 ,,,0.94 ,222.0 ,2.51 ,22.3 ,29.2 ,7.1 ,110 ,30 ,341 ,105 ,440 ,87 ,822 ,129 ,2349 ,793 ,2.58 ,,2.41 ,0.38 ,9.96 ,30.4 ,1.63 ,
C,8416 ,325 ,296 ,,6.6 ,,,0.07 ,48.4 ,0.56 ,7.3 ,11.2 ,4.2 ,44 ,12 ,133 ,43 ,185 ,39 ,394 ,68 ,989 ,740 ,1.10 ,,2.96 ,0.57 ,6.67 ,24.0 ,-0.62 ,
C,11218 ,1182 ,983 ,,3.8 ,,,0.17 ,72.5 ,0.25 ,2.8 ,4.7 ,1.5 ,24 ,7 ,111 ,39 ,217 ,50 ,595 ,109 ,1235 ,691 ,1.20 ,,5.36 ,0.44 ,25.71 ,100.2 ,3.37 ,
C,8759 ,1452 ,1267 ,,5.5 ,,,0.83 ,122.0 ,0.40 ,4.6 ,8.2 ,2.6 ,41 ,13 ,167 ,59 ,276 ,62 ,669 ,119 ,1545 ,724 ,1.15 ,,4.01 ,0.43 ,26.75 ,112.3 ,4.75 ,
C,11303 ,364 ,347 ,,3.4 ,,,0.06 ,39.4 ,0.41 ,5.6 ,7.1 ,2.8 ,27 ,7 ,98 ,30 ,140 ,29 ,315 ,53 ,754 ,681 ,1.05 ,,3.23 ,0.62 ,7.02 ,20.8 ,-2.84 ,
C,8587 ,103 ,82 ,,16.9 ,,,0.07 ,13.9 ,0.47 ,5.7 ,7.3 ,3.2 ,31 ,9 ,116 ,35 ,156 ,32 ,332 ,52 ,794 ,836 ,1.26 ,,2.86 ,0.66 ,2.46 ,7.4 ,-2.69 ,
C,9128 ,600 ,690 ,,2.8 ,,,0.04 ,59.7 ,0.13 ,2.1 ,4.3 ,1.1 ,21 ,7 ,91 ,34 ,167 ,40 ,439 ,82 ,949 ,665 ,0.87 ,,4.82 ,0.37 ,27.90 ,129.6 ,3.55 ,
C,10083 ,1112 ,963 ,,6.5 ,,,3.69 ,164.0 ,1.33 ,9.9 ,12.4 ,3.6 ,57 ,17 ,234 ,78 ,376 ,79 ,873 ,141 ,2049 ,738 ,1.15 ,,3.73 ,0.42 ,16.57 ,48.3 ,1.97 ,
C,9083 ,1202 ,968 ,,4.7 ,,,0.30 ,72.4 ,0.43 ,5.4 ,7.4 ,2.5 ,31 ,9 ,108 ,40 ,201 ,50 ,556 ,108 ,1190 ,709 ,1.24 ,,5.15 ,0.50 ,13.33 ,42.1 ,0.65 ,
C,8290 ,640 ,650 ,,4.6 ,,,0.93 ,64.1 ,0.65 ,8.1 ,9.6 ,3.0 ,38 ,11 ,124 ,42 ,197 ,46 ,497 ,92 ,1134 ,708 ,0.98 ,,4.01 ,0.47 ,7.93 ,21.9 ,-1.84 ,
C,11403 ,590 ,648 ,,4.0 ,,,0.01 ,57.4 ,0.07 ,0.6 ,2.0 ,0.9 ,12 ,5 ,96 ,33 ,154 ,40 ,438 ,87 ,926 ,695 ,0.91 ,,4.55 ,0.56 ,91.11 ,663.6 ,10.59 ,
C,11386 ,282 ,309 ,,4.6 ,,,0.02 ,37.1 ,0.08 ,0.8 ,1.9 ,0.9 ,11 ,4 ,72 ,23 ,98 ,25 ,261 ,50 ,583 ,708 ,0.91 ,,3.65 ,0.60 ,49.47 ,291.9 ,7.89 ,
C,7276 ,68 ,59 ,,31.0 ,,,0.02 ,10.5 ,0.20 ,1.6 ,2.6 ,1.5 ,11 ,4 ,67 ,20 ,81 ,18 ,176 ,32 ,426 ,908 ,1.15 ,,2.63 ,0.85 ,6.48 ,24.6 ,3.36 ,
C,8974 ,145 ,136 ,,17.9 ,,,0.00 ,53.5 ,0.13 ,1.5 ,3.4 ,1.5 ,16 ,5 ,90 ,25 ,98 ,22 ,208 ,37 ,560 ,843 ,1.07 ,,2.31 ,0.62 ,36.39 ,195.5 ,9.79 ,
C,12859 ,168 ,129 ,,7.9 ,,,0.04 ,41.1 ,0.23 ,2.5 ,4.7 ,2.0 ,17 ,5 ,82 ,22 ,79 ,16 ,151 ,26 ,449 ,757 ,1.30 ,,1.85 ,0.69 ,16.78 ,75.4 ,4.14 ,
C,11719 ,606 ,644 ,,16.4 ,,,0.15 ,49.6 ,0.14 ,1.2 ,2.7 ,1.0 ,11 ,4 ,84 ,28 ,126 ,32 ,354 ,72 ,767 ,832 ,0.94 ,,4.21 ,0.53 ,41.68 ,220.3 ,9.99 ,
C,12112 ,567 ,594 ,,6.2 ,,,0.04 ,60.7 ,0.07 ,0.7 ,2.2 ,0.8 ,13 ,5 ,103 ,35 ,169 ,44 ,477 ,94 ,1004 ,735 ,0.95 ,,4.63 ,0.44 ,87.97 ,644.4 ,11.62 ,
C,11529 ,488 ,451 ,,9.4 ,,,0.02 ,37.2 ,0.12 ,1.4 ,3.1 ,1.2 ,16 ,5 ,100 ,31 ,133 ,32 ,337 ,65 ,762 ,774 ,1.08 ,,3.37 ,0.51 ,26.76 ,137.2 ,6.83 ,
C,8394 ,599 ,340 ,,33.8 ,,,0.03 ,85.1 ,0.31 ,3.0 ,6.4 ,2.1 ,33 ,11 ,196 ,54 ,199 ,42 ,372 ,60 ,1063 ,919 ,1.76 ,,1.90 ,0.43 ,28.46 ,142.1 ,10.17 ,
C,10331 ,265 ,258 ,,5.5 ,,,0.01 ,48.8 ,0.08 ,0.6 ,2.1 ,1.0 ,14 ,5 ,96 ,30 ,127 ,30 ,307 ,56 ,717 ,724 ,1.03 ,,3.19 ,0.54 ,77.46 ,604.2 ,11.07 ,
C,10650 ,319 ,224 ,,10.2 ,,,0.01 ,48.8 ,0.25 ,2.3 ,5.8 ,2.2 ,28 ,9 ,147 ,41 ,158 ,35 ,335 ,58 ,871 ,782 ,1.42 ,,2.28 ,0.51 ,21.13 ,124.0 ,6.64 ,
C,11481 ,540 ,512 ,,1.4 ,,,0.04 ,51.4 ,0.09 ,0.8 ,1.8 ,0.6 ,11 ,4 ,87 ,30 ,140 ,36 ,396 ,76 ,834 ,615 ,1.05 ,,4.56 ,0.44 ,65.90 ,348.3 ,5.60 ,
C,11296 ,456 ,339 ,,2.7 ,,,0.02 ,52.8 ,0.36 ,1.8 ,5.4 ,1.8 ,24 ,8 ,145 ,43 ,176 ,41 ,407 ,73 ,979 ,663 ,1.35 ,,2.81 ,0.48 ,29.66 ,208.8 ,5.28 ,
B,10685 ,490 ,265 ,,9.8 ,,,0.03 ,82.8 ,0.36 ,3.6 ,9.1 ,2.8 ,51 ,17 ,200 ,71 ,305 ,71 ,642 ,107 ,1562 ,779 ,1.85 ,,3.21 ,0.40 ,22.87 ,133.6 ,6.85 ,
B,8855 ,232 ,86 ,,22.5 ,,,0.01 ,40.4 ,0.46 ,5.1 ,9.7 ,2.6 ,44 ,14 ,155 ,53 ,224 ,51 ,454 ,76 ,1129 ,869 ,2.70 ,,2.93 ,0.38 ,7.92 ,35.2 ,3.91 ,
B,8638 ,108 ,60 ,,19.2 ,,,0.00 ,32.5 ,0.13 ,1.2 ,3.5 ,0.9 ,17 ,6 ,73 ,27 ,121 ,29 ,277 ,49 ,637 ,850 ,1.80 ,,3.78 ,0.36 ,27.54 ,187.6 ,9.79 ,
B,9219 ,474 ,263 ,,11.4 ,,,0.07 ,70.3 ,0.29 ,2.4 ,5.6 ,1.4 ,29 ,10 ,122 ,45 ,197 ,49 ,475 ,82 ,1088 ,794 ,1.80 ,,3.89 ,0.34 ,29.54 ,160.4 ,7.91 ,
B,9082 ,240 ,143 ,,16.7 ,,,0.12 ,48.9 ,0.49 ,2.2 ,3.9 ,1.2 ,21 ,7 ,84 ,31 ,139 ,34 ,324 ,58 ,755 ,835 ,1.68 ,,3.84 ,0.39 ,22.23 ,91.3 ,6.75 ,
B,8484 ,558 ,166 ,,60.0 ,,,0.08 ,51.6 ,0.46 ,4.4 ,8.3 ,2.5 ,40 ,14 ,155 ,54 ,222 ,52 ,479 ,81 ,1164 ,997 ,3.36 ,,3.09 ,0.41 ,11.81 ,52.4 ,7.84 ,
B,8754 ,133 ,71 ,,16.8 ,,,0.00 ,33.4 ,0.16 ,1.4 ,3.3 ,1.0 ,16 ,5 ,65 ,23 ,101 ,25 ,234 ,41 ,550 ,836 ,1.87 ,,3.58 ,0.41 ,23.19 ,124.9 ,7.95 ,
B,8561 ,198 ,74 ,,15.4 ,,,0.03 ,36.0 ,0.39 ,4.4 ,9.6 ,2.8 ,44 ,14 ,153 ,52 ,216 ,49 ,437 ,74 ,1092 ,826 ,2.67 ,,2.86 ,0.42 ,8.18 ,41.4 ,3.57 ,
B,8587 ,313 ,136 ,,13.9 ,,,0.09 ,48.6 ,0.44 ,2.6 ,4.7 ,1.5 ,25 ,8 ,106 ,39 ,170 ,42 ,394 ,72 ,913 ,815 ,2.30 ,,3.72 ,0.42 ,18.76 ,78.5 ,5.72 ,
B,9088 ,301 ,108 ,,12.8 ,,,0.01 ,44.8 ,0.53 ,4.3 ,9.2 ,2.6 ,40 ,13 ,143 ,49 ,203 ,47 ,421 ,73 ,1050 ,806 ,2.79 ,,2.94 ,0.41 ,10.52 ,52.8 ,4.02 ,
B,10861 ,1082 ,939 ,,9.7 ,,,0.14 ,87.9 ,0.28 ,1.7 ,3.8 ,0.9 ,23 ,9 ,115 ,45 ,212 ,55 ,546 ,97 ,1196 ,777 ,1.15 ,,4.75 ,0.30 ,52.01 ,273.8 ,9.50 ,
B,8675 ,1393 ,370 ,,15.3 ,,,0.08 ,126.0 ,0.89 ,8.2 ,16.8 ,5.0 ,85 ,28 ,318 ,108 ,444 ,101 ,894 ,149 ,2284 ,825 ,3.76 ,,2.81 ,0.40 ,15.31 ,72.8 ,5.67 ,
B,8560 ,792 ,244 ,,17.3 ,,,0.14 ,97.2 ,0.91 ,8.8 ,17.0 ,4.9 ,82 ,26 ,293 ,94 ,391 ,87 ,776 ,129 ,2007 ,838 ,3.25 ,,2.65 ,0.40 ,11.02 ,49.5 ,4.51 ,
B,9102 ,425 ,172 ,,12.5 ,,,0.01 ,61.0 ,0.19 ,2.0 ,4.8 ,1.1 ,23 ,8 ,92 ,34 ,151 ,36 ,340 ,60 ,813 ,803 ,2.47 ,,3.69 ,0.33 ,30.96 ,176.5 ,8.48 ,
A,11847 ,910 ,1198 ,,5.6 ,,,0.15 ,70.2 ,0.24 ,3.2 ,4.5 ,0.9 ,18 ,6 ,91 ,38 ,206 ,58 ,700 ,141 ,1337 ,725 ,0.76 ,,7.71 ,0.30 ,21.73 ,71.2 ,3.06 ,
A,9000 ,626 ,303 ,,21.9 ,,,1.24 ,48.9 ,0.53 ,6.8 ,9.4 ,2.1 ,37 ,11 ,145 ,50 ,225 ,52 ,524 ,90 ,1203 ,866 ,2.07 ,,3.61 ,0.34 ,7.16 ,22.9 ,2.22 ,
A,13641 ,586 ,1737 ,,3.4 ,,,0.47 ,52.6 ,0.23 ,1.5 ,1.8 ,0.4 ,8 ,3 ,50 ,24 ,148 ,49 ,706 ,170 ,1216 ,682 ,0.34 ,,14.12 ,0.34 ,34.16 ,93.0 ,2.82 ,
A,12368 ,533 ,1051 ,,3.4 ,,,0.02 ,47.4 ,0.05 ,0.8 ,1.5 ,0.3 ,7 ,3 ,42 ,19 ,114 ,35 ,460 ,103 ,832 ,682 ,0.51 ,,11.00 ,0.24 ,62.37 ,288.6 ,7.08 ,
A,12720 ,839 ,1228 ,,2.3 ,,,1.75 ,64.6 ,0.48 ,3.3 ,3.8 ,0.7 ,17 ,6 ,86 ,34 ,189 ,54 ,652 ,138 ,1250 ,650 ,0.68 ,,7.61 ,0.26 ,19.58 ,52.9 ,-0.30 ,
A,13771 ,1239 ,1359 ,,3.1 ,,,0.04 ,72.9 ,0.10 ,1.5 ,3.0 ,0.5 ,14 ,5 ,74 ,29 ,147 ,40 ,473 ,96 ,955 ,674 ,0.91 ,,6.44 ,0.21 ,47.34 ,212.6 ,5.69 ,
A,9835 ,717 ,423 ,,9.4 ,,,0.07 ,77.5 ,0.38 ,5.4 ,9.0 ,1.8 ,38 ,12 ,159 ,54 ,245 ,58 ,572 ,99 ,1331 ,774 ,1.70 ,,3.60 ,0.29 ,14.46 ,56.4 ,3.49 ,
A,11183 ,1011 ,846 ,,6.0 ,,,1.96 ,79.5 ,0.44 ,2.6 ,3.4 ,0.7 ,16 ,6 ,77 ,29 ,148 ,38 ,414 ,77 ,893 ,732 ,1.20 ,,5.38 ,0.28 ,30.23 ,91.6 ,4.20 ,
A,11747 ,864 ,982 ,,4.6 ,,,0.04 ,63.9 ,0.06 ,1.0 ,1.9 ,0.5 ,10 ,4 ,65 ,27 ,149 ,42 ,476 ,91 ,932 ,708 ,0.88 ,,7.36 ,0.33 ,65.88 ,294.2 ,7.92 ,
A,11036 ,1296 ,626 ,,3.7 ,,,0.08 ,73.5 ,0.10 ,1.6 ,3.5 ,0.9 ,18 ,6 ,83 ,29 ,133 ,32 ,325 ,57 ,763 ,690 ,2.07 ,,3.91 ,0.32 ,45.94 ,236.7 ,6.57 ,
A,13387 ,1147 ,2073 ,,6.5 ,,,0.19 ,77.2 ,0.43 ,3.2 ,3.1 ,0.5 ,14 ,5 ,78 ,36 ,223 ,69 ,906 ,192 ,1607 ,739 ,0.55 ,,11.65 ,0.24 ,24.13 ,54.6 ,2.45 ,
A,9487 ,2403 ,1090 ,,12.5 ,,,9.09 ,197.0 ,2.45 ,14.0 ,13.5 ,2.6 ,58 ,18 ,229 ,78 ,359 ,81 ,809 ,135 ,2005 ,803 ,2.20 ,,3.53 ,0.28 ,14.07 ,31.6 ,2.02 ,
A,11637 ,1293 ,1533 ,,3.6 ,,,0.02 ,92.9 ,0.14 ,1.8 ,2.7 ,0.6 ,16 ,6 ,93 ,39 ,228 ,64 ,774 ,157 ,1475 ,687 ,0.84 ,,8.36 ,0.28 ,53.09 ,193.6 ,5.73 ,
A,11977 ,536 ,618 ,,4.2 ,,,0.98 ,52.1 ,0.25 ,1.8 ,2.7 ,0.6 ,13 ,5 ,66 ,26 ,140 ,37 ,433 ,85 ,864 ,699 ,0.87 ,,6.52 ,0.30 ,29.77 ,106.2 ,3.83 ,
A,11246 ,948 ,758 ,,3.4 ,,,3.05 ,90.5 ,0.76 ,4.3 ,4.4 ,0.9 ,21 ,7 ,100 ,37 ,182 ,44 ,470 ,87 ,1053 ,683 ,1.25 ,,4.70 ,0.28 ,21.10 ,50.3 ,0.54 ,
A,9335 ,169 ,111 ,,15.3 ,,,0.15 ,73.1 ,0.96 ,13.5 ,15.0 ,3.8 ,47 ,13 ,144 ,44 ,182 ,38 ,363 ,62 ,999 ,825 ,1.52 ,,2.52 ,0.44 ,5.41 ,14.0 ,-0.52 ,
A,11166 ,1038 ,933 ,,5.7 ,,,0.69 ,75.0 ,0.25 ,2.6 ,3.7 ,0.8 ,18 ,6 ,89 ,34 ,166 ,41 ,431 ,75 ,945 ,726 ,1.11 ,,4.83 ,0.31 ,29.30 ,97.8 ,4.29 ,
A,10825 ,1135 ,928 ,,7.7 ,,,7.03 ,104.0 ,1.84 ,9.4 ,6.2 ,1.1 ,25 ,8 ,111 ,42 ,198 ,48 ,484 ,83 ,1128 ,755 ,1.22 ,,4.36 ,0.26 ,11.02 ,16.9 ,-1.54 ,
A,8363 ,590 ,316 ,,19.0 ,,,0.03 ,72.2 ,0.30 ,4.4 ,6.6 ,1.9 ,26 ,8 ,105 ,39 ,182 ,43 ,450 ,81 ,1020 ,849 ,1.87 ,,4.29 ,0.43 ,16.45 ,57.2 ,5.30 ,
A,10239 ,704 ,613 ,,6.7 ,,,0.54 ,77.7 ,0.27 ,3.0 ,4.7 ,1.0 ,21 ,7 ,98 ,37 ,176 ,42 ,432 ,74 ,975 ,741 ,1.15 ,,4.39 ,0.31 ,25.99 ,95.5 ,4.61 ,
A,7820 ,1379 ,445 ,,15.1 ,,,0.05 ,106.0 ,0.44 ,5.7 ,7.9 ,2.5 ,33 ,10 ,115 ,40 ,173 ,39 ,389 ,66 ,987 ,824 ,3.10 ,,3.38 ,0.47 ,18.66 ,60.8 ,4.97 ,
A,10590 ,581 ,578 ,,5.2 ,,,0.01 ,62.4 ,0.09 ,1.6 ,3.5 ,0.8 ,17 ,6 ,81 ,32 ,156 ,38 ,407 ,71 ,876 ,718 ,1.01 ,,5.04 ,0.30 ,38.52 ,191.6 ,6.59 ,
A,10552 ,2628 ,1519 ,,6.6 ,,,0.06 ,173.0 ,0.32 ,5.8 ,9.5 ,1.8 ,39 ,13 ,156 ,56 ,256 ,60 ,614 ,102 ,1486 ,741 ,1.73 ,,3.94 ,0.28 ,29.73 ,112.7 ,5.23 ,
A,10457 ,691 ,579 ,,7.0 ,,,0.00 ,65.3 ,0.10 ,1.9 ,3.5 ,0.8 ,17 ,6 ,78 ,29 ,139 ,33 ,342 ,59 ,773 ,746 ,1.19 ,,4.41 ,0.32 ,35.11 ,151.7 ,6.48 ,
A,7638 ,130 ,74 ,,13.9 ,,,0.02 ,28.7 ,0.16 ,2.8 ,3.7 ,1.4 ,15 ,4 ,54 ,19 ,88 ,20 ,208 ,39 ,483 ,815 ,1.76 ,,3.87 ,0.58 ,10.32 ,32.2 ,2.37 ,
A,7503 ,216 ,90 ,,18.4 ,,,0.14 ,34.7 ,0.73 ,8.5 ,11.3 ,3.8 ,35 ,10 ,107 ,35 ,146 ,33 ,319 ,55 ,799 ,845 ,2.39 ,,2.98 ,0.58 ,4.07 ,12.6 ,-0.47 ,
A,9956 ,1084 ,771 ,,9.3 ,,,3.03 ,104.0 ,0.96 ,6.0 ,6.8 ,1.4 ,29 ,10 ,127 ,46 ,216 ,50 ,506 ,87 ,1193 ,773 ,1.41 ,,3.98 ,0.30 ,17.36 ,46.0 ,2.69 ,
