label,Hf,Th,U,Y,Ti,Nb,Ta,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,REE,T (¡æ),Th/U,Hf/Y,Yb/Dy,EuN/EuN*,Ce/Nd,CeN/CeN*,¡÷FMQ,(EuN/EuN*)/Y
B,8046 ,223 ,361 ,1957 ,13.0 ,43.9 ,3.9 ,0.57 ,27.4 ,0.66 ,5.8 ,10.8 ,2.9 ,47 ,17 ,196 ,70 ,306 ,70 ,730 ,116 ,1601 ,800 ,0.62 ,4.11 ,3.72 ,0.39 ,4.71 ,20.3 ,0.29 ,0.000199 
B,8765 ,919 ,1054 ,3254 ,,235.3 ,21.1 ,2.27 ,54.0 ,2.58 ,19.9 ,28.4 ,3.5 ,94 ,33 ,357 ,121 ,516 ,118 ,1187 ,186 ,2722 ,,0.87 ,2.69 ,3.33 ,0.21 ,2.71 ,9.0 ,,0.000064 
B,7516 ,305 ,312 ,2412 ,6.9 ,8.3 ,1.1 ,0.25 ,58.1 ,0.47 ,6.1 ,12.2 ,3.4 ,54 ,19 ,227 ,84 ,371 ,83 ,861 ,133 ,1914 ,738 ,0.98 ,3.12 ,3.80 ,0.40 ,9.50 ,44.2 ,1.64 ,0.000165 
B,9132 ,100 ,235 ,1082 ,4.3 ,3.9 ,0.9 ,1.51 ,23.0 ,0.54 ,3.6 ,3.5 ,0.9 ,19 ,7 ,92 ,37 ,172 ,42 ,446 ,75 ,922 ,695 ,0.43 ,8.44 ,4.86 ,0.34 ,6.38 ,14.5 ,-3.75 ,0.000317 
B,13370 ,3458 ,9396 ,8120 ,,468.4 ,45.7 ,8.55 ,89.0 ,6.03 ,39.9 ,44.3 ,2.9 ,165 ,67 ,813 ,294 ,1281 ,287 ,2828 ,423 ,6348 ,,0.37 ,1.65 ,3.48 ,0.11 ,2.23 ,5.8 ,,0.000013 
B,8044 ,317 ,712 ,2331 ,,42.9 ,3.3 ,2.03 ,40.6 ,2.06 ,14.7 ,19.4 ,2.6 ,66 ,23 ,248 ,84 ,356 ,81 ,841 ,129 ,1910 ,,0.45 ,3.45 ,3.39 ,0.22 ,2.77 ,8.5 ,,0.000095 
B,8766 ,212 ,299 ,1422 ,8.8 ,75.4 ,5.9 ,0.60 ,33.7 ,0.90 ,7.6 ,11.5 ,2.4 ,37 ,13 ,145 ,51 ,228 ,54 ,580 ,97 ,1261 ,760 ,0.71 ,6.17 ,3.99 ,0.36 ,4.43 ,15.7 ,-1.68 ,0.000253 
B,8789 ,242 ,401 ,1759 ,,108.8 ,7.6 ,0.72 ,45.1 ,1.22 ,10.7 ,15.3 ,2.9 ,48 ,17 ,182 ,63 ,276 ,65 ,686 ,112 ,1524 ,,0.60 ,5.00 ,3.76 ,0.32 ,4.21 ,14.0 ,,0.000184 
B,9454 ,335 ,518 ,2189 ,9.0 ,45.0 ,2.7 ,0.60 ,38.7 ,0.94 ,8.1 ,13.4 ,2.7 ,50 ,19 ,215 ,78 ,345 ,80 ,824 ,129 ,1805 ,763 ,0.65 ,4.32 ,3.83 ,0.31 ,4.76 ,18.2 ,-1.04 ,0.000144 
B,7926 ,268 ,257 ,2527 ,9.0 ,3.2 ,0.6 ,0.13 ,49.6 ,0.73 ,10.0 ,17.2 ,7.4 ,70 ,23 ,250 ,89 ,382 ,88 ,923 ,149 ,2059 ,763 ,1.05 ,3.14 ,3.69 ,0.65 ,4.97 ,20.0 ,-0.68 ,0.000257 
B,9185 ,615 ,747 ,3069 ,,94.2 ,5.4 ,1.08 ,100.9 ,1.50 ,10.7 ,17.3 ,3.9 ,68 ,26 ,302 ,110 ,477 ,107 ,1075 ,171 ,2471 ,,0.82 ,2.99 ,3.56 ,0.35 ,9.43 ,35.5 ,,0.000114 
B,12007 ,1290 ,3613 ,5652 ,,206.2 ,19.5 ,11.74 ,83.1 ,7.98 ,44.6 ,39.6 ,3.4 ,125 ,47 ,555 ,203 ,876 ,198 ,1979 ,311 ,4484 ,,0.36 ,2.12 ,3.57 ,0.15 ,1.86 ,3.8 ,,0.000026 
B,10185 ,604 ,1470 ,4210 ,5.8 ,44.0 ,4.4 ,1.61 ,47.9 ,1.58 ,11.2 ,23.0 ,3.0 ,97 ,35 ,422 ,146 ,618 ,139 ,1368 ,211 ,3123 ,721 ,0.41 ,2.42 ,3.24 ,0.19 ,4.26 ,20.4 ,-1.74 ,0.000045 
B,6682 ,632 ,710 ,4122 ,13.1 ,35.6 ,3.0 ,0.15 ,62.9 ,0.72 ,10.4 ,19.5 ,5.1 ,88 ,32 ,378 ,142 ,627 ,145 ,1479 ,234 ,3224 ,801 ,0.89 ,1.62 ,3.91 ,0.38 ,6.06 ,26.5 ,1.31 ,0.000092 
B,6846 ,110 ,219 ,1226 ,17.2 ,18.2 ,1.0 ,0.68 ,16.1 ,0.36 ,3.5 ,5.8 ,1.4 ,25 ,9 ,113 ,43 ,188 ,45 ,462 ,77 ,990 ,830 ,0.50 ,5.58 ,4.08 ,0.34 ,4.60 ,17.8 ,0.49 ,0.000279 
B,7721 ,173 ,305 ,1368 ,6.4 ,24.0 ,1.6 ,0.32 ,18.8 ,0.45 ,4.7 ,7.8 ,1.9 ,32 ,12 ,135 ,48 ,211 ,48 ,488 ,80 ,1087 ,731 ,0.57 ,5.64 ,3.62 ,0.37 ,4.01 ,15.6 ,-2.49 ,0.000268 
B,8753 ,519 ,602 ,2876 ,13.5 ,50.0 ,3.9 ,0.44 ,64.5 ,0.92 ,9.1 ,17.1 ,3.4 ,69 ,25 ,282 ,103 ,444 ,100 ,1006 ,162 ,2287 ,804 ,0.86 ,3.04 ,3.57 ,0.30 ,7.11 ,31.1 ,1.99 ,0.000105 
B,8982 ,73 ,252 ,941 ,5.0 ,17.9 ,7.3 ,0.33 ,14.3 ,0.20 ,2.2 ,4.6 ,0.8 ,20 ,7 ,88 ,34 ,150 ,35 ,384 ,63 ,804 ,710 ,0.29 ,9.55 ,4.35 ,0.25 ,6.38 ,30.6 ,-0.54 ,0.000261 
B,6660 ,18 ,43 ,522 ,12.7 ,0.6 ,0.2 ,0.51 ,5.7 ,0.19 ,1.8 ,2.0 ,0.7 ,11 ,4 ,48 ,18 ,82 ,19 ,200 ,34 ,426 ,797 ,0.42 ,12.76 ,4.18 ,0.47 ,3.09 ,7.8 ,-3.36 ,0.000909 
B,8620 ,496 ,640 ,3929 ,6.8 ,40.3 ,2.7 ,0.64 ,77.2 ,1.38 ,18.5 ,28.9 ,10.4 ,111 ,37 ,408 ,142 ,608 ,137 ,1385 ,221 ,3187 ,736 ,0.77 ,2.19 ,3.40 ,0.56 ,4.17 ,15.2 ,-2.43 ,0.000143 
B,10246 ,850 ,1241 ,3573 ,,322.6 ,30.1 ,4.75 ,61.1 ,4.23 ,28.9 ,39.9 ,3.6 ,116 ,40 ,413 ,135 ,553 ,123 ,1210 ,195 ,2927 ,,0.68 ,2.87 ,2.93 ,0.16 ,2.11 ,6.8 ,,0.000045 
B,8624 ,301 ,807 ,1780 ,18.5 ,11.7 ,2.9 ,1.15 ,37.8 ,2.24 ,14.1 ,11.5 ,1.7 ,34 ,12 ,146 ,58 ,285 ,72 ,805 ,141 ,1622 ,838 ,0.37 ,4.84 ,5.50 ,0.27 ,2.69 ,5.1 ,-3.99 ,0.000149 
B,9983 ,308 ,808 ,1123 ,3.7 ,5.5 ,2.4 ,0.87 ,23.2 ,0.69 ,5.0 ,3.1 ,0.7 ,15 ,6 ,82 ,36 ,178 ,46 ,531 ,94 ,1022 ,682 ,0.38 ,8.89 ,6.44 ,0.33 ,4.61 ,6.6 ,-7.09 ,0.000291 
B,8004 ,135 ,279 ,980 ,4.5 ,2.4 ,0.8 ,0.91 ,20.4 ,0.55 ,3.9 ,3.1 ,0.6 ,13 ,6 ,76 ,32 ,154 ,39 ,436 ,76 ,862 ,701 ,0.48 ,8.17 ,5.71 ,0.31 ,5.26 ,9.8 ,-5.09 ,0.000313 
B,10557 ,602 ,1432 ,2528 ,8.6 ,7.7 ,2.6 ,4.22 ,48.1 ,3.91 ,25.3 ,16.7 ,2.2 ,44 ,16 ,193 ,79 ,391 ,96 ,1041 ,193 ,2153 ,759 ,0.42 ,4.18 ,5.38 ,0.24 ,1.90 ,2.9 ,-8.01 ,0.000096 
B,8068 ,138 ,336 ,953 ,6.9 ,3.9 ,0.8 ,0.36 ,16.5 ,0.69 ,5.1 ,4.4 ,1.3 ,16 ,6 ,76 ,30 ,148 ,38 ,419 ,76 ,837 ,738 ,0.41 ,8.46 ,5.54 ,0.47 ,3.23 ,6.5 ,-5.60 ,0.000495 
B,8642 ,187 ,747 ,840 ,11.1 ,4.7 ,2.5 ,0.14 ,8.8 ,0.15 ,0.7 ,1.3 ,0.2 ,8 ,4 ,54 ,26 ,140 ,37 ,454 ,82 ,817 ,784 ,0.25 ,10.29 ,8.33 ,0.22 ,12.56 ,53.1 ,3.51 ,0.000259 
B,8059 ,73 ,194 ,855 ,4.5 ,2.5 ,0.6 ,0.16 ,11.3 ,0.36 ,3.1 ,3.6 ,0.8 ,16 ,6 ,73 ,29 ,135 ,33 ,350 ,59 ,720 ,700 ,0.37 ,9.42 ,4.79 ,0.31 ,3.67 ,10.1 ,-5.01 ,0.000357 
B,9036 ,92 ,313 ,888 ,14.2 ,5.8 ,0.7 ,0.32 ,15.3 ,0.60 ,3.6 ,5.4 ,1.0 ,18 ,7 ,82 ,31 ,140 ,33 ,354 ,58 ,749 ,809 ,0.29 ,10.18 ,4.32 ,0.30 ,4.19 ,14.5 ,-0.77 ,0.000340 
B,8815 ,186 ,465 ,1005 ,7.5 ,3.3 ,1.1 ,0.27 ,17.2 ,0.32 ,3.4 ,3.3 ,0.7 ,14 ,6 ,75 ,32 ,157 ,40 ,475 ,83 ,908 ,746 ,0.40 ,8.78 ,6.34 ,0.33 ,5.15 ,11.6 ,-3.17 ,0.000333 
B,9977 ,406 ,1085 ,1828 ,5.7 ,12.0 ,3.7 ,1.34 ,37.1 ,1.49 ,8.2 ,7.4 ,1.1 ,24 ,10 ,139 ,59 ,297 ,78 ,867 ,151 ,1680 ,720 ,0.37 ,5.46 ,6.24 ,0.26 ,4.51 ,9.5 ,-4.62 ,0.000140 
B,8335 ,237 ,412 ,1788 ,3.5 ,2.9 ,1.0 ,0.61 ,30.0 ,0.25 ,3.6 ,6.6 ,1.5 ,31 ,12 ,150 ,61 ,281 ,67 ,720 ,118 ,1482 ,678 ,0.58 ,4.66 ,4.80 ,0.32 ,8.44 ,36.4 ,-0.83 ,0.000176 
B,9165 ,179 ,402 ,934 ,4.4 ,2.7 ,1.2 ,1.46 ,21.5 ,0.50 ,3.1 ,2.7 ,0.6 ,13 ,5 ,71 ,30 ,149 ,38 ,435 ,76 ,848 ,698 ,0.44 ,9.81 ,6.14 ,0.31 ,6.87 ,13.6 ,-3.92 ,0.000330 
B,13439 ,950 ,3356 ,2332 ,3.8 ,29.4 ,13.1 ,61.28 ,307.5 ,30.85 ,131.1 ,20.8 ,5.1 ,40 ,13 ,167 ,71 ,368 ,99 ,1186 ,220 ,2719 ,,0.28 ,5.76 ,7.09 ,0.54 ,2.34 ,0.9 ,,0.000231 
B,8834 ,222 ,456 ,1353 ,4.5 ,2.6 ,1.0 ,0.48 ,21.2 ,0.64 ,4.8 ,5.6 ,1.2 ,24 ,8 ,110 ,43 ,211 ,52 ,594 ,103 ,1179 ,699 ,0.49 ,6.53 ,5.42 ,0.31 ,4.40 ,11.9 ,-4.39 ,0.000231 
B,8501 ,239 ,456 ,1516 ,6.2 ,5.8 ,0.9 ,1.61 ,35.0 ,2.47 ,16.3 ,13.6 ,2.8 ,36 ,12 ,138 ,50 ,233 ,56 ,614 ,103 ,1314 ,728 ,0.52 ,5.61 ,4.44 ,0.39 ,2.14 ,4.2 ,-7.52 ,0.000256 
B,8191 ,251 ,393 ,1586 ,6.7 ,7.1 ,0.8 ,1.38 ,39.3 ,2.09 ,14.3 ,13.3 ,3.1 ,38 ,12 ,144 ,52 ,236 ,57 ,617 ,101 ,1332 ,735 ,0.64 ,5.17 ,4.28 ,0.42 ,2.75 ,6.0 ,-5.96 ,0.000264 
B,8761 ,203 ,382 ,1253 ,4.6 ,2.4 ,0.9 ,0.26 ,20.0 ,0.32 ,3.1 ,4.4 ,1.1 ,20 ,8 ,100 ,40 ,199 ,49 ,551 ,97 ,1094 ,702 ,0.53 ,6.99 ,5.51 ,0.37 ,6.48 ,21.4 ,-2.10 ,0.000293 
B,10353 ,266 ,752 ,1088 ,3.2 ,6.1 ,2.4 ,1.09 ,26.1 ,1.29 ,8.4 ,6.2 ,1.3 ,17 ,6 ,84 ,35 ,172 ,44 ,501 ,87 ,991 ,,0.35 ,9.52 ,5.94 ,0.39 ,3.12 ,5.4 ,,0.000362 
B,7856 ,456 ,653 ,2570 ,7.0 ,3.3 ,1.0 ,0.15 ,36.4 ,0.68 ,8.5 ,12.2 ,3.5 ,50 ,18 ,219 ,84 ,396 ,98 ,1050 ,180 ,2156 ,739 ,0.70 ,3.06 ,4.80 ,0.44 ,4.30 ,14.4 ,-2.55 ,0.000171 
B,9289 ,196 ,413 ,1470 ,3.5 ,2.5 ,0.8 ,9.20 ,44.8 ,3.70 ,19.5 ,10.1 ,1.4 ,31 ,11 ,132 ,50 ,230 ,55 ,585 ,97 ,1280 ,,0.47 ,6.32 ,4.44 ,0.23 ,2.29 ,2.8 ,,0.000158 
B,8457 ,146 ,316 ,1034 ,5.3 ,3.7 ,1.2 ,1.77 ,28.0 ,0.65 ,3.4 ,3.5 ,0.8 ,16 ,6 ,84 ,34 ,163 ,40 ,451 ,77 ,911 ,715 ,0.46 ,8.18 ,5.36 ,0.33 ,8.16 ,19.6 ,-2.07 ,0.000319 
B,15112 ,260 ,1247 ,1347 ,36.2 ,21.2 ,8.0 ,5.09 ,62.0 ,7.98 ,49.5 ,32.3 ,6.2 ,56 ,16 ,149 ,46 ,198 ,49 ,581 ,111 ,1369 ,,0.21 ,11.22 ,3.90 ,0.44 ,1.25 ,1.9 ,,0.000328 
B,9448 ,327 ,756 ,1845 ,10.6 ,13.2 ,2.4 ,6.62 ,71.2 ,5.52 ,32.7 ,21.3 ,4.1 ,48 ,15 ,175 ,63 ,287 ,69 ,739 ,122 ,1661 ,780 ,0.43 ,5.12 ,4.23 ,0.39 ,2.18 ,3.3 ,-7.03 ,0.000213 
B,7887 ,378 ,480 ,2552 ,5.2 ,5.9 ,1.3 ,0.15 ,55.7 ,0.20 ,3.9 ,8.3 ,2.2 ,50 ,19 ,233 ,89 ,400 ,90 ,927 ,147 ,2026 ,712 ,0.79 ,3.09 ,3.97 ,0.32 ,14.21 ,69.7 ,2.64 ,0.000127 
B,9833 ,662 ,1323 ,2716 ,,78.5 ,2.6 ,18.15 ,133.8 ,18.46 ,127.3 ,60.7 ,7.2 ,91 ,22 ,239 ,90 ,400 ,99 ,1071 ,178 ,2557 ,,0.50 ,3.62 ,4.49 ,0.30 ,1.05 ,1.2 ,,0.000109 
B,8631 ,441 ,880 ,1939 ,10.0 ,10.3 ,2.4 ,0.21 ,28.8 ,0.16 ,2.9 ,5.4 ,0.7 ,30 ,12 ,160 ,65 ,305 ,72 ,770 ,125 ,1578 ,774 ,0.50 ,4.45 ,4.81 ,0.17 ,10.12 ,44.7 ,2.61 ,0.000086 
B,8906 ,81 ,192 ,673 ,3.8 ,1.7 ,0.7 ,0.32 ,13.5 ,0.11 ,1.3 ,1.9 ,0.3 ,9 ,4 ,52 ,22 ,109 ,28 ,309 ,53 ,604 ,,0.42 ,13.23 ,5.89 ,0.24 ,10.43 ,36.0 ,,0.000354 
B,9878 ,613 ,1497 ,1762 ,3.7 ,10.4 ,3.9 ,12.60 ,72.4 ,6.38 ,37.4 ,13.2 ,1.5 ,32 ,11 ,138 ,57 ,280 ,72 ,809 ,139 ,1681 ,,0.41 ,5.61 ,5.85 ,0.22 ,1.94 ,1.6 ,,0.000126 
B,8243 ,139 ,302 ,1008 ,8.2 ,1.5 ,0.7 ,0.33 ,14.9 ,0.15 ,1.9 ,3.0 ,0.8 ,16 ,6 ,81 ,33 ,158 ,40 ,454 ,79 ,888 ,754 ,0.46 ,8.18 ,5.62 ,0.36 ,7.85 ,29.3 ,0.50 ,0.000357 
B,6213 ,53 ,99 ,974 ,4.9 ,0.9 ,0.3 ,0.14 ,7.6 ,0.17 ,3.3 ,5.8 ,1.8 ,24 ,8 ,98 ,35 ,152 ,34 ,356 ,55 ,782 ,707 ,0.54 ,6.38 ,3.62 ,0.48 ,2.30 ,9.5 ,-5.04 ,0.000490 
B,6902 ,182 ,273 ,1479 ,9.8 ,1.7 ,0.5 ,0.60 ,22.1 ,0.42 ,4.8 ,7.8 ,2.2 ,31 ,11 ,131 ,50 ,225 ,54 ,573 ,96 ,1210 ,772 ,0.66 ,4.67 ,4.37 ,0.44 ,4.65 ,17.8 ,-0.90 ,0.000294 
B,6867 ,284 ,370 ,2228 ,9.2 ,2.2 ,0.6 ,0.21 ,28.1 ,0.60 ,9.6 ,13.7 ,4.9 ,59 ,19 ,216 ,77 ,335 ,76 ,810 ,132 ,1781 ,766 ,0.77 ,3.08 ,3.76 ,0.52 ,2.93 ,9.8 ,-3.32 ,0.000234 
B,9365 ,859 ,1872 ,3033 ,11.1 ,10.5 ,2.9 ,5.65 ,58.0 ,3.23 ,20.8 ,15.0 ,2.7 ,54 ,19 ,245 ,99 ,472 ,120 ,1290 ,215 ,2620 ,784 ,0.46 ,3.09 ,5.26 ,0.28 ,2.79 ,4.7 ,-5.62 ,0.000094 
B,6897 ,395 ,491 ,2495 ,10.1 ,17.1 ,0.8 ,0.29 ,30.5 ,0.91 ,10.5 ,16.0 ,5.0 ,62 ,20 ,225 ,83 ,372 ,90 ,967 ,164 ,2046 ,775 ,0.80 ,2.76 ,4.29 ,0.49 ,2.92 ,10.4 ,-2.85 ,0.000195 
B,9430 ,570 ,1493 ,1657 ,,46.9 ,5.6 ,5.58 ,56.5 ,6.83 ,48.8 ,22.9 ,1.0 ,40 ,11 ,134 ,53 ,257 ,65 ,723 ,126 ,1550 ,,0.38 ,5.69 ,5.41 ,0.10 ,1.16 ,1.3 ,,0.000059 
B,9532 ,203 ,439 ,1283 ,5.4 ,2.7 ,1.1 ,0.39 ,17.4 ,0.50 ,5.0 ,5.8 ,1.9 ,24 ,9 ,108 ,41 ,198 ,48 ,538 ,97 ,1094 ,716 ,0.46 ,7.43 ,4.96 ,0.48 ,3.52 ,9.7 ,-4.69 ,0.000376 
B,7558 ,465 ,622 ,2317 ,9.8 ,9.2 ,0.8 ,2.32 ,53.4 ,3.84 ,29.8 ,21.1 ,3.0 ,57 ,18 ,195 ,75 ,344 ,83 ,895 ,154 ,1936 ,772 ,0.75 ,3.26 ,4.59 ,0.26 ,1.79 ,2.9 ,-7.66 ,0.000114 
B,9510 ,223 ,963 ,1362 ,,112.4 ,6.1 ,4.52 ,43.3 ,4.65 ,30.9 ,19.7 ,1.4 ,37 ,11 ,123 ,47 ,222 ,55 ,624 ,107 ,1329 ,,0.23 ,6.98 ,5.08 ,0.16 ,1.40 ,2.1 ,,0.000115 
B,8551 ,146 ,365 ,861 ,7.5 ,3.9 ,1.3 ,0.22 ,17.6 ,0.10 ,0.7 ,1.6 ,0.3 ,9 ,5 ,65 ,27 ,139 ,36 ,414 ,70 ,785 ,746 ,0.40 ,9.93 ,6.36 ,0.27 ,27.02 ,151.0 ,6.46 ,0.000314 
B,9207 ,119 ,274 ,1023 ,3.6 ,3.2 ,1.2 ,3.70 ,26.1 ,1.17 ,7.0 ,3.7 ,0.7 ,16 ,6 ,81 ,33 ,165 ,40 ,438 ,77 ,901 ,681 ,0.43 ,9.00 ,5.40 ,0.29 ,3.75 ,4.7 ,-8.44 ,0.000279 
B,7694 ,360 ,503 ,3257 ,5.4 ,4.5 ,1.2 ,0.23 ,42.9 ,0.89 ,10.4 ,18.2 ,3.5 ,72 ,25 ,301 ,113 ,505 ,115 ,1163 ,192 ,2563 ,716 ,0.71 ,2.36 ,3.86 ,0.29 ,4.13 ,16.9 ,-2.60 ,0.000090 
B,9739 ,223 ,517 ,1176 ,8.5 ,3.6 ,1.0 ,4.90 ,35.2 ,3.58 ,24.4 ,14.0 ,1.8 ,27 ,8 ,92 ,37 ,186 ,48 ,545 ,96 ,1123 ,758 ,0.43 ,8.28 ,5.94 ,0.28 ,1.44 ,1.9 ,-9.61 ,0.000241 
B,9103 ,239 ,442 ,1511 ,14.7 ,3.8 ,1.1 ,1.05 ,29.8 ,1.40 ,10.5 ,8.1 ,1.5 ,28 ,10 ,126 ,50 ,241 ,57 ,606 ,102 ,1273 ,813 ,0.54 ,6.02 ,4.81 ,0.30 ,2.84 ,5.1 ,-4.60 ,0.000201 
B,7805 ,292 ,331 ,2784 ,12.2 ,4.5 ,1.0 ,10.39 ,61.6 ,3.52 ,21.1 ,19.1 ,2.7 ,71 ,24 ,274 ,99 ,424 ,93 ,898 ,143 ,2143 ,793 ,0.88 ,2.80 ,3.28 ,0.22 ,2.92 ,6.2 ,-4.35 ,0.000080 
B,9694 ,200 ,441 ,1127 ,,3.9 ,1.2 ,2.98 ,31.6 ,3.12 ,19.2 ,12.7 ,1.9 ,25 ,8 ,92 ,37 ,180 ,47 ,527 ,89 ,1077 ,,0.45 ,8.60 ,5.70 ,0.34 ,1.65 ,2.6 ,,0.000298 
B,8660 ,321 ,568 ,1840 ,15.4 ,4.1 ,1.2 ,1.06 ,36.6 ,0.44 ,4.1 ,5.4 ,1.5 ,30 ,12 ,152 ,60 ,288 ,72 ,785 ,129 ,1576 ,818 ,0.57 ,4.71 ,5.18 ,0.36 ,9.00 ,27.7 ,1.87 ,0.000195 
B,7640 ,206 ,284 ,2466 ,8.9 ,1.7 ,0.6 ,0.17 ,17.2 ,0.48 ,7.5 ,12.0 ,3.3 ,59 ,20 ,237 ,87 ,378 ,85 ,838 ,131 ,1876 ,762 ,0.72 ,3.10 ,3.53 ,0.38 ,2.30 ,8.6 ,-3.91 ,0.000152 
B,7242 ,70 ,133 ,767 ,,1.1 ,0.3 ,0.45 ,9.4 ,0.10 ,1.8 ,1.9 ,1.0 ,12 ,4 ,60 ,25 ,121 ,31 ,334 ,60 ,661 ,,0.53 ,9.44 ,5.59 ,0.63 ,5.13 ,12.5 ,,0.000826 
B,9560 ,126 ,256 ,1088 ,3.6 ,1.7 ,0.7 ,1.95 ,18.6 ,0.60 ,3.8 ,3.7 ,0.5 ,20 ,7 ,90 ,37 ,171 ,41 ,429 ,75 ,899 ,681 ,0.49 ,8.79 ,4.76 ,0.16 ,4.89 ,11.1 ,-5.21 ,0.000148 
B,10118 ,78 ,237 ,659 ,3.7 ,1.5 ,0.9 ,0.14 ,10.4 ,0.11 ,0.6 ,1.3 ,0.3 ,8 ,4 ,48 ,21 ,108 ,29 ,318 ,57 ,606 ,684 ,0.33 ,15.35 ,6.63 ,0.31 ,16.43 ,76.5 ,2.16 ,0.000478 
B,9283 ,195 ,389 ,1227 ,3.6 ,2.2 ,1.1 ,0.49 ,19.4 ,0.13 ,1.2 ,3.5 ,0.9 ,18 ,7 ,94 ,39 ,195 ,50 ,550 ,100 ,1078 ,682 ,0.50 ,7.57 ,5.86 ,0.35 ,16.29 ,112.3 ,3.53 ,0.000281 
B,7581 ,151 ,217 ,1051 ,5.8 ,1.1 ,0.5 ,0.14 ,14.4 ,0.25 ,3.9 ,5.6 ,1.8 ,21 ,8 ,87 ,34 ,158 ,40 ,450 ,79 ,903 ,721 ,0.69 ,7.21 ,5.15 ,0.51 ,3.74 ,12.6 ,-3.55 ,0.000482 
B,9032 ,202 ,393 ,1274 ,3.5 ,1.9 ,0.9 ,0.24 ,17.9 ,0.25 ,3.5 ,4.2 ,1.3 ,21 ,8 ,99 ,40 ,200 ,51 ,571 ,102 ,1121 ,679 ,0.51 ,7.09 ,5.74 ,0.43 ,5.11 ,14.4 ,-4.29 ,0.000335 
B,9980 ,197 ,482 ,1051 ,5.9 ,4.1 ,1.7 ,0.32 ,17.1 ,0.25 ,1.5 ,1.9 ,0.4 ,13 ,5 ,75 ,33 ,173 ,45 ,518 ,93 ,977 ,724 ,0.41 ,9.49 ,6.89 ,0.28 ,11.77 ,35.0 ,0.36 ,0.000266 
B,8101 ,198 ,314 ,1101 ,,1.4 ,0.6 ,3.27 ,24.0 ,0.90 ,5.8 ,4.8 ,1.5 ,19 ,7 ,89 ,35 ,169 ,43 ,484 ,86 ,974 ,,0.63 ,7.36 ,5.44 ,0.46 ,4.17 ,8.1 ,,0.000419 
B,9911 ,135 ,370 ,810 ,5.5 ,2.4 ,1.3 ,1.13 ,14.9 ,0.46 ,2.9 ,1.9 ,0.4 ,10 ,4 ,59 ,25 ,130 ,34 ,397 ,71 ,753 ,717 ,0.37 ,12.24 ,6.75 ,0.27 ,5.09 ,7.9 ,-5.42 ,0.000339 
B,10593 ,151 ,498 ,994 ,3.2 ,4.4 ,1.8 ,2.55 ,22.2 ,0.99 ,5.1 ,2.9 ,0.5 ,12 ,5 ,67 ,31 ,166 ,46 ,546 ,102 ,1009 ,672 ,0.30 ,10.65 ,8.19 ,0.26 ,4.39 ,5.8 ,-7.94 ,0.000257 
B,7356 ,261 ,393 ,1891 ,14.5 ,4.1 ,0.8 ,4.62 ,47.8 ,5.60 ,41.5 ,22.7 ,4.5 ,47 ,14 ,162 ,62 ,287 ,68 ,738 ,129 ,1635 ,812 ,0.66 ,3.89 ,4.56 ,0.42 ,1.15 ,1.5 ,-9.31 ,0.000220 
B,7434 ,135 ,208 ,1303 ,9.5 ,1.5 ,0.4 ,0.14 ,14.4 ,0.13 ,2.5 ,4.4 ,1.5 ,22 ,8 ,104 ,42 ,203 ,49 ,544 ,97 ,1092 ,768 ,0.65 ,5.70 ,5.24 ,0.45 ,5.75 ,23.5 ,0.05 ,0.000348 
B,9257 ,166 ,351 ,1320 ,4.6 ,2.5 ,0.9 ,1.70 ,21.4 ,0.95 ,6.5 ,6.1 ,0.8 ,26 ,10 ,113 ,46 ,210 ,50 ,509 ,86 ,1087 ,702 ,0.47 ,7.02 ,4.49 ,0.21 ,3.30 ,7.2 ,-6.18 ,0.000156 
B,9074 ,115 ,305 ,918 ,4.8 ,3.2 ,1.1 ,19.63 ,59.5 ,7.01 ,34.1 ,12.6 ,1.2 ,21 ,6 ,75 ,31 ,151 ,36 ,394 ,70 ,919 ,706 ,0.38 ,9.88 ,5.24 ,0.23 ,1.75 ,1.5 ,-11.99 ,0.000251 
B,10274 ,301 ,680 ,1097 ,,5.4 ,2.1 ,6.91 ,41.8 ,3.05 ,15.9 ,7.9 ,1.1 ,19 ,7 ,82 ,35 ,178 ,46 ,524 ,91 ,1058 ,,0.44 ,9.36 ,6.38 ,0.27 ,2.63 ,3.0 ,,0.000242 
B,9756 ,646 ,745 ,3462 ,9.5 ,8.5 ,1.8 ,3.68 ,114.8 ,4.21 ,30.1 ,26.8 ,3.5 ,79 ,27 ,314 ,116 ,515 ,117 ,1175 ,189 ,2715 ,768 ,0.87 ,2.82 ,3.74 ,0.23 ,3.81 ,7.9 ,-4.05 ,0.000067 
B,24058 ,1785 ,858 ,,28.0 ,,,0.11 ,463.1 ,1.34 ,19.4 ,28.1 ,6.7 ,121 ,38 ,414 ,151 ,624 ,134 ,1180 ,239 ,3420 ,915 ,2.08 ,,2.85 ,0.35 ,23.90 ,80.8 ,7.96 ,
B,25556 ,1897 ,887 ,,35.6 ,,,0.04 ,443.8 ,1.22 ,16.4 ,30.7 ,4.2 ,101 ,32 ,345 ,127 ,537 ,118 ,1040 ,216 ,3011 ,946 ,2.14 ,,3.02 ,0.23 ,27.00 ,117.3 ,9.96 ,
